IdAluno;Resultado;13>;14>;14>14>;14>14>14>;14>14>31>;14>31>;14>31>14>;14>31>14>31>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>31>;14>31>31>;14>31>31>30>;14>31>41>;14>31>48>;14>31>48>29>;14>32>;14>32>31>;14>38>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>42>;14>48>;14>49>;14>7>;14>8>;14>8>7>;16>;16>31>;16>31>14>;16>31>30>;16>31>31>;16>31>48>;17>;17>30>;17>30>30>;17>30>31>;17>31>;28>;28>30>;29>;29>14>;29>29>;29>30>;29>4>;29>48>;29>48>29>;30>;30>14>;30>14>31>;30>14>31>30>;30>30>;30>30>14>;30>30>30>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>31>;30>30>31>;30>30>48>;30>31>;30>31>14>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>32>;30>41>;30>48>;30>48>30>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>48>;31>31>;31>31>30>;31>31>31>;31>31>48>;31>32>;31>32>14>;31>32>31>;31>41>;31>41>41>;31>48>;31>48>29>;31>48>29>48>;31>48>30>;31>48>48>;32>;32>14>;32>14>31>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;36>;36>34>;36>34>37>;36>36>;36>37>;37>;37>34>;37>36>;37>38>;38>;38>14>;38>14>31>;38>33>;38>36>;39>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;42>;47>;47>48>;48>;48>13>;48>14>;48>14>31>;48>29>;48>29>14>;48>29>30>;48>29>48>;48>29>48>29>;48>30>;48>30>30>;48>31>;48>48>;48>48>29>;48>48>48>;48>49>;49>;49>14>;49>48>;49>49>;6>;6>6>;7>;7>14>;8>;8>7>
31601-4224;SUCESSO;0;30;0;0;0;14;0;0;3;0;0;0;1;6;1;0;0;0;1;1;1;3;0;0;0;0;0;0;0;2;0;3;3;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;19;0;0;0;3;0;2;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;34;1;0;0;0;11;0;0;0;1;0;0;0;1;0;0;0;0;7;3;2;0;1;0;0;0;0;0;0;0;0;0;4;0;0;3;2;1;1;0;0;1;3;1;1;0;0;1;0;0;1;3;0;0;0;0;0;0;14;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;3;0;4;3
31602-4224;SUCESSO;0;22;0;0;0;9;0;0;5;0;1;1;0;1;1;0;0;0;2;1;3;0;0;0;0;0;0;0;0;1;0;2;2;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;16;0;0;0;6;0;2;2;1;0;0;0;1;1;2;0;2;1;0;0;0;0;2;1;26;3;1;1;0;12;0;0;0;5;2;2;1;1;1;0;0;1;3;1;0;0;1;0;1;0;0;0;0;0;0;0;3;0;0;3;2;2;2;2;2;0;4;0;0;0;2;2;0;0;0;7;1;1;2;1;0;0;1;0;0;0;1;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;3;2;0;2;0;1;0;0;0;0;0;0;0;1;0;2;1
31604-4224;SUCESSO;2;23;2;0;2;15;1;0;6;1;1;0;0;0;0;1;7;3;0;0;1;1;0;1;0;0;0;0;0;0;0;3;3;1;0;0;1;6;5;0;1;1;4;3;8;2;0;4;0;0;0;21;4;4;1;3;0;0;0;0;0;0;0;1;0;2;0;1;1;0;0;0;0;2;0;29;3;1;0;0;11;1;1;0;3;0;0;0;0;0;0;0;1;3;1;1;0;0;0;0;1;0;10;6;0;2;1;1;0;0;0;0;1;1;0;0;1;2;1;1;0;0;1;0;0;1;4;1;1;1;0;1;1;14;0;1;0;1;1;0;0;1;0;0;14;1;2;1;8;2;3;0;0;3;0;0;1;0;0;0;2;1;1;0;4;3;1;0;0;0
31612-4224;SUCESSO;1;55;6;0;3;25;6;2;8;1;5;1;2;3;2;1;2;1;1;1;4;14;1;0;0;0;1;1;0;0;0;3;3;0;0;0;0;3;2;0;1;1;1;1;2;0;0;0;0;1;0;29;6;3;3;12;3;2;1;0;0;0;0;1;0;6;1;1;0;0;0;1;1;1;0;43;9;4;3;1;17;3;2;2;7;1;0;0;2;1;0;0;0;6;3;0;0;1;1;0;1;0;4;1;0;1;0;3;2;1;1;1;2;2;0;0;1;3;2;1;0;1;2;0;0;1;8;2;1;1;1;1;0;32;0;3;1;3;0;1;0;0;1;1;10;0;3;1;2;0;0;1;0;3;2;0;2;0;0;1;3;1;2;0;1;0;3;0;0;0
31636-4224;SUCESSO;0;39;4;0;1;15;0;0;6;1;2;1;0;4;3;0;2;0;0;0;1;2;0;0;0;0;0;1;0;0;0;4;4;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;41;2;1;1;14;1;4;3;3;2;2;3;3;1;9;1;0;0;0;0;0;2;2;2;45;2;2;0;0;17;1;1;0;2;1;1;1;4;0;0;0;1;10;5;4;0;2;0;0;2;0;5;0;0;1;2;3;0;0;0;0;2;1;0;0;0;7;1;0;0;1;1;0;0;0;7;1;0;1;3;0;0;16;0;0;0;1;0;0;0;0;0;0;14;0;2;1;0;0;0;0;0;6;1;0;4;0;2;1;2;0;1;1;0;0;1;0;0;0
31644-4428;SUCESSO;0;12;0;0;0;6;0;0;3;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;3;3;0;1;0;0;4;3;0;2;1;0;0;0;0;0;0;0;0;0;27;2;0;0;8;0;7;6;3;2;1;0;1;1;8;1;4;1;2;1;1;0;3;3;23;2;0;0;1;12;1;0;0;2;1;1;1;4;2;2;0;0;0;0;0;0;2;0;2;0;0;2;0;0;2;0;6;1;0;3;3;1;1;0;0;1;1;1;1;0;0;1;0;0;1;2;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31647-4224;SUCESSO;0;19;3;0;0;8;0;0;3;1;0;0;0;2;0;0;1;0;0;0;1;5;1;0;0;0;0;0;0;0;0;6;6;2;2;0;1;3;2;0;0;1;0;0;6;0;0;2;0;1;1;14;1;0;0;6;0;2;2;0;0;0;0;0;2;1;0;0;0;0;0;0;1;2;0;29;6;3;0;2;8;1;0;0;3;0;0;0;0;0;0;0;0;6;1;1;0;0;0;0;3;1;4;1;0;0;1;0;0;0;0;0;1;1;0;0;0;2;0;0;0;1;1;1;0;0;4;0;0;1;1;0;0;19;0;3;0;3;1;2;1;0;0;0;9;0;0;0;6;0;2;1;1;1;0;0;1;1;0;0;0;0;0;0;3;1;3;0;0;0
31673-4428;SUCESSO;1;26;2;0;1;7;0;0;4;0;1;0;1;2;0;0;0;0;0;0;0;5;0;1;0;0;1;0;0;0;0;5;5;0;3;0;1;1;0;0;0;1;1;1;7;0;0;0;0;1;1;22;1;0;0;13;1;5;2;1;1;1;2;3;2;5;0;2;2;0;0;1;2;2;0;35;0;0;0;0;16;0;0;0;10;3;1;0;1;0;0;0;0;8;1;0;1;0;0;0;4;2;2;1;0;1;0;2;0;0;1;1;1;1;0;0;1;1;0;0;0;0;2;0;0;0;2;0;0;1;0;0;1;40;0;2;0;10;0;1;0;2;0;0;10;1;0;0;7;0;0;1;1;1;0;0;1;1;0;0;2;0;1;1;0;0;0;0;0;0
31675-4428;SUCESSO;1;51;3;0;1;22;1;0;12;2;5;2;0;1;0;0;3;0;0;0;1;6;0;2;1;0;0;2;0;0;0;4;4;0;2;0;0;5;4;0;0;1;4;4;0;0;0;0;0;0;0;34;7;5;4;17;3;6;3;2;0;0;1;2;4;6;0;4;2;1;1;1;2;9;8;43;2;0;0;0;22;3;1;1;8;3;2;0;2;2;0;0;4;5;3;2;0;0;0;0;1;0;5;0;0;1;2;3;2;1;1;0;1;1;0;0;0;2;1;0;0;0;1;0;0;0;4;1;0;1;0;3;0;18;0;1;1;4;0;3;0;0;0;0;19;1;2;1;0;0;0;0;0;8;4;0;5;0;3;0;2;0;1;1;0;0;0;0;0;0
31677-4224;SUCESSO;0;24;2;0;1;13;3;0;2;0;0;0;0;0;0;1;1;1;0;0;2;5;0;1;0;0;0;0;0;0;0;3;3;2;0;0;0;1;0;0;0;1;1;0;3;1;0;0;0;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;5;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;3;3;1;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;1;1;0;0;4;2;0;1;0;0;0;11;0;1;0;2;0;1;0;0;0;0;5;0;0;0;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
31690-4428;SUCESSO;0;23;1;0;1;5;0;0;2;0;1;0;1;1;1;0;1;0;0;0;1;4;0;4;2;0;0;1;0;0;0;3;3;0;3;0;0;2;1;0;0;1;0;0;1;1;0;0;0;0;0;18;0;0;0;9;0;4;4;3;2;2;0;1;5;2;0;2;1;0;0;0;1;6;2;18;0;0;0;0;11;0;0;0;6;3;3;2;1;1;0;0;0;1;1;0;0;0;0;0;1;0;2;0;0;2;0;0;0;0;0;0;3;3;1;1;2;3;1;1;0;1;3;0;0;2;6;1;0;3;0;0;0;17;0;1;0;8;0;4;0;0;0;0;10;0;1;0;1;0;0;0;0;6;1;0;1;0;1;0;2;0;0;1;0;0;0;0;0;0
31692-4428;SUCESSO;1;20;2;0;1;7;0;0;0;0;0;0;0;1;0;2;5;4;0;0;1;2;0;0;0;0;0;0;0;0;0;2;2;1;0;0;1;1;0;0;0;1;4;1;7;1;0;7;0;4;3;7;4;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;19;3;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;3;0;1;0;0;0;0;3;1;8;7;3;0;0;2;1;0;1;0;1;1;1;1;0;2;0;0;0;1;1;0;0;1;2;1;1;1;0;0;1;11;0;3;0;2;2;1;0;0;1;1;9;1;0;0;7;1;7;3;3;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0
31697-4428;SUCESSO;3;24;0;0;0;12;0;0;7;1;2;2;0;1;0;1;3;1;0;0;1;4;0;2;1;0;2;0;0;0;0;3;3;2;1;0;0;1;0;0;0;1;1;0;4;0;0;1;0;0;0;17;1;0;0;2;0;2;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;1;0;24;5;4;1;0;11;1;0;0;2;2;0;0;2;0;0;0;0;2;0;0;0;0;0;0;2;0;3;1;0;0;1;2;0;0;0;0;1;1;0;0;0;2;1;0;0;0;1;0;0;0;2;0;0;1;0;0;1;14;0;2;0;3;1;1;0;0;1;1;6;1;3;0;2;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0
31701-4429;insucesso;0;25;0;0;0;11;0;0;0;0;0;0;0;3;0;0;2;0;1;1;1;4;0;1;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;2;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;2;0;1;0;0;1;1;1;1;1;1;0;2;0;0;0;1;1;0;0;0;2;0;0;1;0;0;0;14;0;0;0;4;0;1;0;0;0;0;5;0;0;0;2;0;0;1;0;2;0;0;3;2;1;0;0;0;0;0;5;0;3;2;0;0
31704-4428;SUCESSO;2;37;4;0;2;15;2;1;5;0;2;1;2;0;0;1;0;0;0;0;0;7;1;1;0;0;3;3;0;0;0;3;3;0;2;0;0;11;8;0;4;3;3;0;1;0;0;1;0;0;0;34;0;0;0;14;0;9;4;1;1;1;3;4;3;10;2;7;2;3;1;3;0;5;2;43;6;4;1;0;17;0;0;0;7;6;3;0;7;3;0;0;1;5;2;2;0;4;2;3;2;0;3;0;0;3;0;10;2;1;8;2;1;1;1;0;0;4;0;0;0;1;1;1;0;0;4;1;1;0;0;0;1;21;0;1;1;6;0;2;1;1;2;2;18;0;1;0;0;0;0;0;0;7;2;0;5;0;1;1;5;2;2;1;0;0;0;0;0;0
31727-4224;insucesso;4;26;0;0;0;2;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;1;0;0;2;2;0;1;1;0;4;3;1;0;1;1;1;7;0;2;3;0;2;1;18;0;0;0;4;0;4;4;2;1;0;0;0;0;2;0;2;0;0;0;5;0;2;0;20;0;0;0;0;8;0;0;0;2;2;2;1;0;0;0;0;0;4;1;1;0;2;0;1;0;0;0;0;0;0;0;11;1;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;3;4;0;0;0;1;0;0;0;1;4;3;17;2;1;0;6;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;2;1;2;1;1;0
31728-4224;SUCESSO;29;85;1;0;0;41;2;1;4;0;0;0;1;6;1;1;20;13;3;2;5;7;0;3;1;0;8;1;0;7;0;4;3;0;0;0;3;3;1;0;0;1;5;5;41;6;0;14;0;6;3;28;3;0;0;8;1;1;0;0;0;0;0;0;2;5;0;2;0;1;1;2;3;3;0;83;4;1;0;0;9;1;0;0;2;0;0;0;1;1;1;0;1;14;1;1;9;2;1;1;3;2;43;25;1;2;6;9;2;2;5;0;2;2;2;2;0;22;2;0;0;2;2;0;0;1;9;1;0;1;0;1;7;17;0;5;0;8;4;2;1;1;0;0;59;26;2;1;32;5;10;2;1;2;0;0;7;6;4;3;10;4;3;2;21;9;12;0;7;6
31732-4224;SUCESSO;0;21;0;0;0;8;1;1;2;0;1;1;0;0;0;1;2;1;0;0;1;6;0;2;0;0;1;0;0;0;0;6;5;2;1;0;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;16;2;0;0;6;1;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;2;24;2;1;0;0;5;0;0;0;2;1;0;0;0;0;0;0;1;3;0;1;1;0;0;0;1;0;6;1;0;2;0;2;0;0;1;0;3;3;1;0;2;4;1;1;0;1;3;1;0;0;6;1;0;3;0;0;0;24;0;1;0;5;0;0;0;0;1;0;10;0;2;0;1;0;0;0;0;4;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0
31734-4428;insucesso;0;11;1;0;1;3;0;0;1;0;1;1;0;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;3;3;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;2;0;1;1;0;0;0;0;0;0;1;0;1;0;1;1;0;0;1;0;11;1;0;0;0;6;0;0;0;1;1;1;0;1;1;1;1;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;1;1;1;0;0;3;1;0;1;0;0;0;11;0;3;1;4;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31740-4428;SUCESSO;0;61;0;0;0;17;0;0;3;0;1;1;0;1;0;3;0;0;2;1;2;10;0;2;0;0;4;3;0;0;0;3;3;0;2;0;0;2;1;0;0;1;0;0;1;0;0;0;0;0;0;29;0;0;0;10;0;4;2;1;0;0;0;1;0;2;0;0;0;0;0;0;1;0;0;44;2;1;0;0;12;0;0;0;5;2;1;1;1;0;0;0;0;9;2;2;0;0;0;0;5;2;2;0;0;0;1;3;0;0;1;1;3;2;1;1;1;3;0;0;0;1;2;0;0;0;9;1;1;2;1;1;3;49;0;2;0;8;0;1;0;4;0;0;13;0;2;1;0;0;0;0;0;0;0;0;5;0;0;1;5;0;3;3;0;0;0;0;0;0
31743-4429;insucesso;2;17;1;0;0;3;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;3;0;1;0;0;4;4;0;3;0;0;8;7;2;0;1;3;2;2;0;0;0;2;0;0;32;2;0;0;9;0;3;2;1;1;0;0;1;0;3;0;2;0;0;0;0;0;1;0;28;0;0;0;0;14;2;0;0;3;2;2;1;2;1;0;0;0;3;2;0;0;1;0;0;1;0;1;0;0;1;0;3;0;0;0;0;2;2;0;0;2;9;2;2;5;0;3;0;1;1;4;0;0;0;0;0;3;13;0;2;1;2;1;0;0;0;3;3;11;0;0;0;2;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;16;5;2;0;2;1
31746-4224;SUCESSO;0;52;2;0;0;18;2;1;3;3;0;0;0;1;0;2;5;0;6;3;2;10;1;0;0;0;1;1;0;3;0;4;4;1;1;0;0;4;3;0;0;1;2;1;0;0;0;0;0;0;0;16;7;3;1;5;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;34;6;3;2;0;7;4;1;1;0;0;0;0;1;0;0;0;0;4;0;0;0;2;2;0;2;0;7;0;0;4;1;8;3;1;4;1;2;2;2;1;0;5;1;0;0;2;2;1;0;0;6;2;2;2;0;0;0;23;0;3;0;3;1;0;0;4;0;0;11;0;2;1;0;0;0;0;0;4;3;0;2;0;2;0;1;0;0;0;0;0;1;0;3;1
31747-4428;SUCESSO;0;21;0;0;0;7;0;0;0;0;0;0;0;1;0;2;1;0;0;0;1;5;1;3;1;0;0;0;0;0;0;2;2;1;0;0;0;1;0;0;0;1;0;0;2;0;0;0;0;0;0;9;0;0;0;6;0;3;2;2;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;17;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;3;1;2;1;0;1;0;0;0;0;0;0;2;2;0;0;1;4;1;1;0;1;2;1;0;0;6;1;0;0;1;0;0;17;0;2;0;7;1;2;2;0;0;0;4;0;0;0;2;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31751-4429;insucesso;0;27;1;0;1;11;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;9;0;1;0;0;0;0;1;0;0;2;2;0;0;0;1;0;0;0;0;0;1;1;7;0;0;1;0;1;0;8;2;1;0;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;27;4;1;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;6;4;0;0;1;0;0;0;0;0;3;3;0;0;2;5;2;1;0;0;3;0;2;1;6;1;1;2;1;0;0;23;0;0;0;2;0;1;0;0;0;0;10;0;0;0;7;0;0;1;0;1;1;3;3;1;1;0;0;0;0;0;0;0;1;0;0;0
31755-4224;SUCESSO;0;28;0;0;0;10;2;1;0;0;0;0;0;1;0;0;1;0;0;0;1;7;0;1;1;0;0;1;0;0;0;3;3;0;1;0;1;2;1;0;0;1;0;0;1;0;0;1;0;0;0;17;1;1;0;1;0;0;0;0;0;0;0;1;0;6;0;4;0;2;1;1;0;1;0;35;6;4;0;0;11;1;1;0;0;0;0;0;4;2;1;0;0;1;0;0;0;4;1;3;1;0;2;0;0;0;0;7;2;0;5;2;1;1;0;0;1;5;1;1;0;0;1;0;0;0;4;0;0;0;1;0;1;19;0;0;0;1;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;2;2;0;0;1;0;4;0;0;0
31759-4428;SUCESSO;2;27;0;0;0;10;0;0;0;0;0;0;0;1;0;1;2;2;2;0;0;0;0;0;0;0;5;1;0;0;0;2;2;0;0;0;2;1;0;0;0;1;0;0;13;2;0;1;0;3;2;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;21;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;4;4;2;0;0;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;11;0;1;1;2;0;0;0;0;1;1;15;0;2;2;9;2;1;2;2;0;0;0;1;1;1;0;3;0;2;0;0;0;0;0;0;0
31760-4428;SUCESSO;1;47;4;0;1;19;0;0;7;3;0;0;1;3;0;1;2;0;0;0;0;14;1;4;0;0;0;0;0;0;0;5;5;1;1;0;1;3;2;0;0;1;2;2;1;0;0;0;0;0;0;26;7;2;2;8;0;4;3;3;2;2;1;1;0;3;0;2;2;0;0;0;0;4;2;37;4;4;1;0;13;4;1;1;2;2;1;1;2;1;0;0;1;5;1;2;1;0;0;0;3;0;7;0;0;4;3;1;1;1;0;0;1;1;0;0;0;1;1;0;0;1;1;0;0;0;4;1;1;1;0;0;1;35;0;4;1;11;0;2;0;0;1;1;14;0;0;0;1;0;0;0;0;8;4;0;6;0;4;1;1;1;1;1;0;0;0;0;0;0
31762-4429;SUCESSO;1;37;1;0;1;19;1;0;3;1;0;0;1;0;0;2;3;0;1;0;0;0;0;0;0;0;0;0;0;2;0;5;5;2;2;0;0;4;2;0;0;2;5;3;1;0;0;0;0;0;0;22;5;0;0;9;1;1;1;1;1;0;0;1;0;5;0;2;0;1;1;0;0;1;1;32;3;1;1;0;11;1;0;0;3;0;0;0;3;1;1;0;0;1;0;0;0;5;5;0;2;1;5;1;0;0;0;7;6;6;0;0;1;1;0;0;0;4;0;0;0;1;1;1;0;0;2;0;0;0;0;1;2;20;0;0;0;3;0;0;0;1;0;0;8;0;0;0;1;0;0;0;0;1;1;0;0;0;0;3;3;2;0;0;3;0;1;0;2;0
31771-4429;SUCESSO;0;21;0;0;0;6;1;0;1;0;0;0;1;0;0;0;0;0;0;0;2;6;1;1;0;0;1;0;0;1;0;3;3;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;8;2;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;18;2;0;0;1;3;1;0;0;0;0;0;0;1;0;0;0;0;3;1;1;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;1;1;0;0;1;2;1;1;0;0;1;0;0;0;3;1;1;1;1;0;0;18;0;3;1;2;0;0;0;0;0;0;4;0;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;10;2;2;0;1;0
31772-4224;SUCESSO;0;18;0;0;0;6;1;1;1;1;0;0;0;0;0;0;2;0;2;1;0;8;1;1;0;0;0;0;0;0;0;2;2;1;0;0;0;5;4;0;0;1;0;0;4;0;0;0;0;1;0;8;2;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;4;3;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0;1;0;1;0;1;0;0;2;0;0;0;0;6;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;0;1;0;2;0;0;0;0;0;0;5;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0;2;0;0;0;0;1;0
31774-4224;SUCESSO;6;90;3;0;1;46;4;0;3;1;0;0;0;6;2;0;23;22;1;0;4;7;0;2;1;0;1;2;0;6;0;3;3;0;0;0;3;2;1;0;0;1;0;0;76;11;0;5;0;34;26;20;9;5;0;3;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;74;11;1;0;1;6;3;2;0;0;0;0;0;0;0;0;0;1;6;2;0;3;0;0;0;1;0;39;35;16;0;0;3;1;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;7;3;1;0;1;1;3;24;0;3;0;5;1;1;0;3;2;0;81;6;9;2;71;9;4;32;25;0;0;0;9;9;1;0;3;1;2;3;5;1;10;0;10;7
31776-4224;SUCESSO;3;48;5;0;1;11;0;0;1;0;0;0;0;3;1;1;1;0;7;6;1;3;0;0;0;0;0;1;0;4;0;3;3;1;0;0;0;2;0;0;0;2;1;0;4;0;0;0;0;0;0;12;0;0;0;2;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;2;41;2;1;0;0;8;0;0;0;1;0;0;0;0;0;0;0;1;10;2;3;0;0;0;0;3;1;2;0;0;0;0;10;1;0;8;1;3;3;2;1;1;3;1;1;0;1;3;1;0;1;7;1;0;2;0;1;3;19;0;2;0;5;1;2;1;1;0;0;13;1;0;0;1;0;0;0;0;3;1;0;0;0;0;0;3;0;1;2;5;2;3;0;9;2
31784-4429;SUCESSO;1;26;4;0;2;15;1;0;4;0;3;2;0;2;2;0;0;0;0;0;0;4;0;1;0;0;3;1;0;0;0;3;3;0;2;0;0;2;0;0;0;2;1;0;2;0;0;0;0;1;0;24;3;1;1;11;1;5;4;4;2;1;0;1;0;1;0;0;0;0;0;1;0;0;0;33;4;3;1;0;15;3;1;1;7;4;3;3;0;0;0;0;0;3;2;0;0;2;1;1;2;0;1;1;0;0;0;4;2;1;2;0;2;2;1;1;0;2;1;0;0;1;2;0;0;1;4;2;1;2;0;0;1;22;0;1;0;4;0;1;0;2;2;1;5;1;1;0;2;0;0;1;0;0;0;0;2;1;1;0;1;0;0;0;6;0;1;0;1;0
31802-4224;SUCESSO;3;37;3;0;2;19;1;1;0;0;0;0;0;5;0;1;2;1;1;0;0;4;0;4;0;0;0;0;0;0;0;2;2;0;0;0;2;1;0;0;0;1;0;0;13;2;0;1;0;2;1;7;1;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;45;1;1;0;0;3;0;0;0;2;1;0;0;0;0;0;0;0;9;1;2;3;0;0;0;1;1;15;7;2;0;1;2;0;0;0;0;1;1;1;1;0;8;1;0;0;1;1;0;0;0;7;0;0;0;0;0;2;26;0;3;0;10;1;1;0;0;0;0;26;1;2;1;12;2;1;2;1;1;0;0;3;1;0;1;1;0;0;1;6;0;3;0;2;2
31805-4224;SUCESSO;1;60;11;0;4;20;3;2;1;0;0;0;1;2;0;3;2;0;0;0;2;11;1;6;2;0;0;3;0;0;0;4;4;0;2;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;11;1;0;0;5;0;2;2;1;0;0;1;1;0;3;2;1;0;0;0;0;1;0;0;35;8;4;1;3;7;0;0;0;4;2;2;1;2;1;0;0;0;5;0;1;0;0;0;0;3;1;5;0;0;0;0;2;0;0;0;0;2;2;1;1;1;6;2;1;0;1;3;0;0;2;6;1;1;1;0;0;0;25;0;7;2;12;3;3;2;2;0;0;5;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;0;0;0;0;0;1;0
31816-4224;SUCESSO;1;75;5;0;1;21;4;2;10;2;1;1;4;2;2;0;2;2;0;0;6;25;3;8;5;0;1;1;0;1;0;3;3;0;2;0;1;1;0;0;0;1;0;0;4;1;0;0;0;2;1;26;5;2;1;6;0;3;2;2;0;0;0;1;1;12;1;8;1;4;4;3;0;1;0;44;7;3;0;1;24;5;2;1;5;3;2;2;12;8;2;0;0;6;3;0;0;2;2;0;1;1;5;2;0;1;0;11;7;7;2;0;1;1;1;1;0;3;0;0;0;1;1;0;0;0;8;2;2;1;1;0;2;39;0;8;3;9;3;6;2;2;1;1;9;1;4;1;4;1;0;1;0;2;1;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0
