IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;13>;14>;14>14>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>38>;14>38>33>;14>38>36>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>49>;14>49>49>;14>7>;14>7>5>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>1>;2>1>46>;2>14>;2>14>2>;2>14>41>;2>2>;2>2>31>;2>3>;2>31>;2>31>30>;2>38>;2>41>;2>41>41>;2>46>;2>46>1>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;34>36>;34>38>;36>;36>14>;36>34>;36>34>38>;36>36>;36>36>34>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>36>36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>41>;39>;39>38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>5>;7>5>5>;7>6>;8>
22418-4130;SUCESSO;4;4;1;0;0;153;11;7;2;1;0;0;11;10;3;0;2;0;0;0;0;0;21;0;0;5;0;2;17;0;1;3;1;22;10;3;0;3;2;1;5;5;0;1;28;1;1;11;0;2;2;0;0;1;0;0;0;0;2;2;16;16;0;13;50;10;0;0;1;1;1;7;2;3;2;1;0;0;0;1;0;5;4;0;3;37;5;0;21;3;3;2;0;0;0;4;3;0;0;2;2;1;3;33;23;12;3;2;1;1;26;3;2;1;9;0;4;2;2;1;0;1;21;5;3;8;1;14;13;63;3;0;2;0;0;14;0;0;6;2;0;6;4;3;1;32;3;16;0;0;31;25;13;11;5;3;0;0;0;6;4;3;0;
22440-4604;SUCESSO;3;1;1;1;0;24;1;5;3;0;0;0;2;1;3;0;3;2;0;0;0;0;0;0;0;0;0;0;5;0;0;2;1;0;0;1;0;1;1;1;0;0;0;0;15;2;1;5;0;0;0;0;0;0;0;0;1;0;1;1;0;5;0;3;6;4;0;3;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;7;0;0;6;3;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;1;0;0;7;1;1;0;2;0;2;1;1;1;1;1;7;3;2;2;0;7;6;15;0;0;0;0;0;6;0;0;4;3;0;2;1;1;1;1;0;0;0;0;0;0;0;0;4;3;2;1;1;4;3;2;1;
22460-7274;insucesso;0;0;0;0;0;9;0;0;0;0;0;0;0;0;5;1;3;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;4;0;0;1;0;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;8;2;0;1;0;0;2;3;0;1;0;0;0;0;0;1;0;1;0;0;0;8;1;1;5;1;1;1;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;1;0;0;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
22469-7274;SUCESSO;1;0;1;1;0;83;3;9;2;1;0;0;11;3;37;8;22;8;0;0;0;0;0;0;0;6;0;0;13;0;0;2;1;13;8;4;0;3;3;2;9;9;1;1;13;1;1;3;0;1;1;0;0;0;0;0;1;0;0;0;0;11;0;3;43;16;0;1;1;1;0;1;0;0;0;0;0;0;0;1;0;8;6;0;2;54;13;0;35;15;0;0;0;0;0;7;6;0;1;0;0;0;0;1;1;1;4;3;0;2;28;0;3;2;17;0;14;10;8;6;4;1;12;6;4;1;0;1;0;25;1;0;0;0;0;5;0;0;1;0;0;1;0;0;1;17;3;0;0;4;19;12;8;5;3;1;7;2;0;6;2;1;1;
22475-4605;SUCESSO;2;1;1;1;0;76;2;7;0;2;0;0;0;0;16;0;8;0;4;1;0;3;0;0;0;2;0;0;23;1;0;4;1;0;0;1;0;5;5;3;4;4;0;1;15;2;1;2;0;1;4;0;0;1;0;0;3;0;1;1;0;0;0;0;27;3;1;1;2;2;3;14;2;3;1;1;1;1;1;3;2;3;3;6;0;39;4;0;21;1;13;2;0;0;0;1;0;0;0;7;4;2;1;0;0;0;2;1;1;0;3;0;0;0;0;0;0;0;0;0;0;2;11;1;2;1;0;0;0;70;2;4;5;1;2;13;0;1;3;1;0;2;1;1;2;1;0;0;0;0;0;0;0;0;4;4;0;0;0;4;4;4;0;
22507-4130;SUCESSO;1;0;1;0;0;59;0;7;0;0;1;0;0;0;6;0;3;2;0;0;0;0;8;0;0;2;0;0;9;0;0;2;1;5;3;1;0;1;1;0;3;3;1;1;9;0;0;1;0;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;15;4;0;0;0;0;0;3;0;1;0;0;0;0;0;0;0;2;1;0;1;14;1;0;9;3;1;0;0;0;0;2;1;0;1;0;0;0;0;12;3;3;1;1;0;1;5;1;1;1;3;0;1;0;0;0;0;0;5;2;1;2;0;3;3;25;4;1;1;1;0;11;0;1;5;1;0;2;0;0;0;7;1;1;0;0;9;5;6;4;1;1;5;0;0;2;1;1;1;
22513-4605;insucesso;0;0;0;0;0;8;1;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;0;0;0;0;0;0;0;2;1;0;0;0;2;0;2;2;0;0;0;0;0;0;2;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;6;0;0;0;2;0;1;0;0;0;0;1;3;0;1;0;0;0;0;6;0;0;0;0;0;3;0;0;2;1;0;0;0;0;0;4;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;
22522-4604;insucesso;1;0;1;0;0;33;8;8;1;0;0;0;1;1;12;0;12;0;0;0;0;0;0;0;0;0;0;0;11;1;0;1;0;0;0;2;0;2;2;2;4;4;3;0;12;1;1;3;1;1;0;0;1;0;0;0;0;0;0;0;0;2;0;2;21;11;0;3;1;0;0;1;0;0;0;0;0;0;0;0;0;8;3;0;0;19;3;0;18;7;1;0;0;0;0;7;3;0;0;0;0;0;2;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;15;1;1;0;0;0;3;0;0;0;0;0;1;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;
22522-6398;insucesso;1;0;0;0;0;21;1;7;4;0;0;0;0;0;12;1;11;0;1;0;0;0;0;0;0;5;1;0;7;0;0;2;1;0;0;4;0;1;0;0;2;1;0;0;8;0;0;4;1;1;0;0;0;0;0;0;0;0;0;0;0;2;1;1;16;5;0;2;1;0;0;2;1;0;0;0;0;0;0;0;0;2;1;0;3;15;2;0;14;4;2;0;0;0;0;2;1;0;2;0;0;0;0;0;0;0;1;1;0;1;6;0;1;0;1;1;1;0;0;0;0;0;6;3;1;1;0;1;0;12;3;0;1;1;0;2;0;0;1;0;0;1;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;
22554-6398;SUCESSO;2;2;1;1;0;41;3;3;1;0;0;0;0;0;2;0;2;0;1;0;0;0;0;0;0;4;0;0;13;0;0;5;1;0;0;0;0;1;1;0;0;0;0;0;12;1;1;4;0;1;1;0;0;0;0;0;3;0;2;2;0;0;0;0;7;1;0;0;0;0;1;2;0;1;0;1;1;0;0;0;0;0;0;0;2;6;0;0;4;0;2;1;1;1;0;0;0;0;1;0;0;0;2;0;0;0;1;1;0;1;6;0;1;1;2;0;0;0;0;0;0;0;10;3;1;0;1;1;0;33;0;2;3;1;0;10;0;1;1;1;0;2;2;2;1;3;1;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;
22611-4130;insucesso;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;1;0;0;0;1
22614-4604;insucesso;3;2;1;1;0;34;2;8;2;1;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;1;1;0;13;0;0;5;1;0;0;2;0;1;1;1;3;3;1;0;13;1;1;4;0;1;1;0;1;1;0;0;0;0;2;1;0;1;0;1;5;2;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;7;0;1;3;1;1;0;0;0;0;0;0;0;0;0;0;0;1;2;1;1;1;1;0;0;3;0;0;0;3;0;3;2;2;2;0;1;2;0;1;0;0;0;0;22;0;0;1;0;0;5;0;0;1;0;0;3;1;0;1;3;0;0;0;0;1;0;0;0;0;0;0;0;0;4;0;0;0;1
22694-4604;SUCESSO;1;0;1;1;0;33;0;2;0;0;1;0;21;9;3;0;2;0;1;1;1;0;0;0;0;1;0;0;2;0;0;0;0;1;1;1;0;1;1;1;1;1;1;0;15;1;1;1;0;0;2;0;0;2;2;0;1;0;0;0;0;23;0;10;11;3;0;0;1;1;0;8;2;6;2;1;0;0;0;0;2;0;0;3;0;12;0;0;10;0;8;6;1;0;0;0;0;0;0;0;0;1;0;1;1;1;3;2;1;0;9;0;1;0;4;0;4;3;2;1;1;2;12;0;2;3;1;7;5;13;1;0;1;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;3;1;1;0;
22906-7098;SUCESSO;1;0;1;1;0;58;3;6;0;0;1;0;0;0;8;0;5;1;1;0;0;1;0;0;0;3;0;1;18;2;0;4;2;0;0;0;0;2;1;0;5;5;1;0;21;1;1;1;0;1;0;0;0;2;2;0;5;0;0;0;0;0;0;0;18;3;0;0;1;1;2;3;0;1;0;1;0;0;0;0;0;1;0;0;3;23;1;0;11;1;3;1;1;0;0;1;0;0;2;4;2;6;1;0;0;0;3;2;2;0;14;2;1;0;4;0;1;1;0;0;0;2;11;2;3;3;0;0;0;42;1;7;7;1;2;12;0;2;5;4;0;3;0;0;1;4;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
22929-7118;insucesso;1;1;0;0;0;39;1;2;0;0;2;0;0;0;15;0;9;0;0;0;0;0;0;0;0;0;0;0;3;1;0;1;1;0;0;0;0;2;2;1;9;6;2;0;11;0;0;1;0;0;1;1;0;3;1;0;1;0;1;1;0;0;0;0;37;2;0;0;1;0;0;6;0;1;0;1;1;1;0;0;1;4;3;1;5;37;1;1;22;0;4;1;1;1;0;4;3;0;0;1;1;0;1;0;0;0;2;1;0;1;7;0;1;0;2;1;1;0;0;0;0;0;6;1;1;0;1;0;0;25;0;3;7;3;1;8;0;3;3;2;0;4;1;1;0;8;1;0;1;2;2;0;2;0;0;0;0;0;0;1;0;0;0;
22946-7274;insucesso;0;0;0;0;0;22;1;7;1;1;1;1;0;0;7;0;5;0;1;1;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;1;1;0;3;3;1;0;11;0;0;2;0;0;2;1;0;3;3;2;2;0;0;0;0;0;0;0;16;2;0;1;3;0;3;4;0;4;0;4;2;1;0;0;0;0;0;0;2;14;1;0;11;1;3;3;3;2;0;0;0;0;0;1;0;0;2;0;0;0;1;1;0;1;1;0;1;0;1;1;1;1;1;1;0;0;3;1;1;0;0;0;0;3;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;4;1;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
22977-7118;SUCESSO;1;0;1;0;0;78;2;3;0;0;2;0;0;0;43;0;32;1;25;18;13;5;0;0;0;5;0;0;20;3;3;10;5;1;1;1;0;2;2;1;13;13;1;2;15;1;1;5;0;3;2;0;0;5;3;0;3;0;0;0;0;0;0;0;56;8;1;1;4;4;5;40;6;30;3;22;19;12;8;3;6;5;2;7;1;56;1;0;47;1;39;30;22;19;12;2;1;0;0;6;5;10;0;0;0;0;3;2;1;0;6;0;1;0;3;0;2;1;0;0;0;2;13;1;2;1;1;0;0;41;4;6;11;9;3;21;0;4;12;3;0;1;0;0;0;1;0;0;0;0;2;0;1;0;1;1;0;0;0;1;1;1;0;
23038-6398;insucesso;3;2;1;1;0;41;0;7;1;1;0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;2;1;0;7;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;19;0;0;4;1;0;2;0;0;0;0;1;6;0;2;2;0;0;0;0;5;1;0;0;0;0;1;2;0;1;0;1;1;1;0;0;0;0;0;0;0;8;0;1;4;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;4;3;0;2;25;0;3;0;4;1;0;0;0;0;0;0;11;2;3;1;1;0;0;19;0;2;1;0;3;4;0;0;1;1;0;3;2;2;1;2;0;0;1;1;1;0;1;0;0;0;0;0;0;2;0;0;0;
23038-7274;insucesso;4;1;4;4;0;25;1;8;1;3;2;0;0;0;4;1;1;0;0;0;0;0;0;0;0;3;0;0;3;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;12;2;1;2;1;0;4;0;0;3;3;0;1;1;2;1;0;0;0;0;6;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;2;2;9;1;1;5;1;0;0;0;0;0;1;1;2;2;1;0;0;0;0;0;0;1;1;1;0;4;0;1;0;0;0;0;0;0;0;0;1;5;1;1;0;1;0;0;11;0;1;2;1;0;4;0;0;1;1;0;4;1;1;4;4;3;0;0;0;3;2;2;0;0;0;0;0;0;0;0;0;0;
23184-6389;insucesso;0;0;0;0;0;8;0;1;0;0;0;0;0;0;2;0;2;0;1;1;0;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;1;1;0;1;1;0;0;2;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;5;2;0;2;0;0;0;2;0;1;0;1;1;1;0;1;0;2;0;0;0;7;0;0;4;2;1;1;1;1;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0;0;0;5;0;0;3;1;1;0;0;0;0;12;0;3;0;4;1;0;0;0;0;0;12;6;1;2;0;0;0;1
23725-4605;insucesso;2;1;2;1;0;57;4;7;1;0;0;2;0;0;10;0;7;0;5;4;0;0;0;0;0;11;3;0;10;2;0;6;5;3;0;6;3;1;1;0;1;0;0;0;17;1;1;2;0;0;1;0;0;0;0;1;3;1;0;0;3;0;0;0;12;1;0;0;1;0;1;5;0;4;0;1;0;0;0;1;0;2;0;1;1;17;2;0;10;0;5;4;1;0;0;1;0;0;0;1;1;1;3;0;0;0;3;2;2;0;6;0;1;0;4;1;3;2;1;0;0;2;16;2;3;2;2;0;0;30;3;6;1;0;0;12;3;1;8;4;3;3;1;1;1;6;0;3;1;0;5;2;4;0;4;3;2;0;0;7;4;3;0;
23754-6398;SUCESSO;1;0;1;1;0;28;0;3;0;0;0;0;0;0;7;0;5;0;2;0;0;0;0;0;0;5;0;3;7;0;1;0;0;0;0;0;0;1;1;0;10;9;5;0;8;1;1;2;0;1;2;0;0;1;0;0;2;0;0;0;0;0;0;0;27;5;0;1;3;3;1;6;0;0;0;0;0;0;0;0;0;0;0;0;1;18;2;0;13;0;4;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;1;1;0;0;5;1;0;0;3;0;2;2;1;1;0;1;6;0;1;3;0;0;0;16;0;0;1;0;0;1;0;0;1;0;0;2;0;0;1;4;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;
23953-6388;SUCESSO;1;1;0;0;0;107;2;11;0;2;1;0;0;0;3;0;2;0;2;0;0;0;0;0;0;10;0;9;6;0;0;2;0;0;0;1;0;0;0;0;3;1;0;1;20;0;0;1;0;1;3;0;0;2;0;0;2;0;0;0;3;0;0;0;10;1;0;0;0;0;2;8;1;3;0;1;0;0;0;0;1;0;0;1;0;13;0;0;5;0;4;1;1;0;0;0;0;0;0;1;0;0;2;2;0;0;2;2;0;2;82;1;2;2;38;0;19;9;5;3;3;0;19;2;1;11;1;0;0;28;1;2;0;0;0;6;0;0;0;0;0;1;1;1;0;5;0;3;1;1;0;0;0;0;0;0;10;3;1;4;0;0;1;
24091-6398;SUCESSO;1;1;0;0;0;54;4;7;0;1;4;0;1;0;17;0;12;0;8;5;3;1;2;0;0;13;0;7;8;1;1;1;1;0;0;2;0;2;2;2;1;1;0;0;16;0;0;0;0;0;3;0;0;7;6;0;0;0;1;1;2;2;0;1;36;5;1;1;0;0;1;19;3;12;2;9;3;1;0;2;1;5;4;2;3;34;3;0;28;1;16;9;6;2;1;1;1;0;1;1;1;1;0;3;1;1;2;1;0;1;46;1;1;1;20;0;12;8;3;2;1;0;19;0;2;11;1;2;2;18;0;1;4;3;1;4;0;0;1;1;0;1;1;1;0;7;1;2;3;0;2;2;1;1;1;1;0;0;0;5;1;1;0;
24108-4130;SUCESSO;2;1;1;1;0;32;1;6;0;3;0;0;0;0;8;0;5;0;1;0;0;1;0;0;0;3;0;0;7;0;1;2;1;0;0;1;0;2;2;1;5;5;0;0;12;0;0;2;0;0;4;0;0;1;1;0;3;0;2;2;1;0;0;0;17;1;0;0;1;1;1;3;0;2;0;2;1;1;0;0;0;0;0;0;2;15;0;0;11;1;2;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;2;2;0;1;5;0;2;1;5;0;2;2;1;1;0;1;9;1;2;0;1;0;0;20;1;2;1;0;2;3;0;0;1;0;0;2;2;1;1;3;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;
24676-6388;insucesso;1;0;1;1;0;21;1;4;1;1;1;0;0;0;8;1;5;0;0;0;0;0;0;0;0;0;0;0;4;1;0;1;1;0;0;1;0;1;1;1;5;4;1;0;11;1;1;2;0;0;2;0;0;1;1;0;4;3;0;0;0;0;0;0;10;3;0;0;2;0;0;3;1;2;0;1;1;1;0;0;1;4;2;3;2;16;2;0;9;1;1;1;1;1;0;4;2;2;2;2;1;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;14;2;3;4;2;1;6;1;0;4;2;2;1;0;0;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;
24676-7274;insucesso;1;1;0;0;0;14;1;7;5;0;0;1;0;0;4;0;2;0;1;0;0;0;0;0;0;1;0;0;6;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;8;0;0;5;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;4;1;0;3;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;8;1;2;0;0;0;4;2;0;2;2;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
24794-4130;insucesso;3;0;3;3;0;30;0;9;4;1;0;0;1;0;4;2;2;0;0;0;0;0;0;0;0;2;1;0;18;0;0;5;1;1;0;3;2;1;1;1;0;0;0;0;11;2;2;7;3;1;2;0;1;0;0;0;0;0;1;1;0;2;2;0;6;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;10;5;0;6;3;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;2;2;1;0;11;0;1;0;8;1;3;1;1;1;0;1;4;2;2;0;0;0;0;21;2;2;0;0;1;6;1;0;1;0;0;3;1;0;3;0;0;0;0;0;1;0;1;0;3;3;5;0;0;5;3;3;1;
25130-4130;SUCESSO;2;2;1;1;0;29;1;5;0;0;0;0;0;0;5;0;0;0;0;0;0;1;1;0;0;2;0;0;10;1;1;0;0;0;0;0;0;1;1;1;1;1;0;0;8;1;0;0;0;0;0;0;0;0;0;0;2;0;2;2;1;1;0;0;20;2;1;0;0;0;0;8;1;2;0;1;1;1;1;1;1;1;0;2;3;16;0;0;9;1;6;2;1;1;1;0;0;0;0;1;0;1;4;2;1;1;1;1;1;0;6;0;0;0;4;0;2;2;2;2;1;1;4;0;1;0;0;0;0;32;0;2;3;3;0;5;0;2;2;1;0;2;2;2;1;11;2;1;5;3;0;0;0;0;0;0;0;0;0;1;0;0;0;
26702-4605;SUCESSO;0;0;0;0;0;208;5;12;0;3;2;0;3;0;52;0;23;1;2;1;1;7;0;0;0;7;0;2;23;0;3;7;1;31;8;4;0;2;2;2;11;10;1;4;26;0;0;2;0;1;5;0;0;2;1;0;2;0;0;0;1;5;0;0;64;7;1;0;0;0;0;13;2;3;0;3;2;1;1;1;1;5;4;4;3;92;4;4;46;3;6;3;3;2;1;4;3;0;2;10;3;10;3;1;1;1;4;3;1;2;15;2;3;2;6;0;6;2;2;1;1;1;33;4;4;6;3;2;2;71;1;2;6;2;1;19;0;2;3;0;0;1;0;0;0;47;5;1;2;8;44;19;11;8;3;1;81;25;9;10;2;0;4;
26721-4130;insucesso;2;2;0;0;0;14;0;5;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;3;2;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;9;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;2;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;1;2;0;2;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;6;0;1;1;0;0;1;0;0;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;
26859-6398;SUCESSO;3;2;2;2;0;130;7;9;2;2;2;0;5;1;18;0;9;1;2;2;0;1;13;0;0;2;0;0;32;0;0;9;2;13;5;0;0;5;2;1;5;5;1;0;25;3;1;7;0;1;3;0;0;2;1;0;2;0;2;0;8;5;0;1;65;14;1;1;2;2;0;15;5;8;2;1;1;0;0;2;1;6;4;1;1;63;3;1;39;5;13;8;1;1;0;1;0;0;0;3;3;1;0;20;17;14;2;2;1;1;26;2;2;1;12;0;7;3;2;2;0;1;15;4;2;1;1;6;5;70;2;1;2;1;0;19;0;2;5;1;0;5;0;0;3;15;2;8;0;2;18;12;8;6;3;3;2;0;0;6;3;3;0;
26983-4605;SUCESSO;1;0;1;1;0;10;0;3;0;1;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;4;1;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;2;0;0;0;2;0;2;1;1;1;0;1;2;0;1;0;0;0;0;10;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
271-7274;SUCESSO;2;1;2;1;0;34;1;3;0;0;0;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0;0;0;17;0;1;7;1;0;0;3;0;1;1;1;0;0;0;0;9;2;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;8;2;0;1;0;0;1;3;0;1;0;1;1;0;0;0;0;0;0;0;0;11;0;0;4;1;2;0;0;0;0;0;0;0;0;1;0;1;2;1;0;0;2;1;0;1;8;0;1;1;4;0;2;0;0;0;0;0;9;0;2;1;2;1;0;56;1;2;5;2;3;18;0;2;3;0;0;2;1;1;2;4;0;0;1;3;0;0;0;0;0;0;8;2;0;4;0;0;2;
27328-4130;SUCESSO;1;0;1;1;0;60;1;10;0;0;2;0;8;5;19;0;18;0;5;3;2;0;2;0;0;1;0;1;12;1;1;4;2;5;2;1;0;1;1;0;13;12;2;0;18;0;0;8;0;2;1;0;0;2;2;0;2;0;0;0;1;12;0;6;48;4;0;1;6;6;0;14;1;6;1;4;2;0;0;0;1;0;0;1;2;37;0;0;34;0;10;6;4;2;0;0;0;0;1;1;1;1;0;9;5;4;1;1;1;0;5;0;0;0;1;0;1;1;1;0;0;1;11;2;1;3;0;5;4;24;0;2;2;1;2;11;0;1;5;2;0;5;0;0;1;10;3;1;0;1;7;7;2;2;1;1;1;0;0;2;1;1;1;
27383-7098;insucesso;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
27420-7274;SUCESSO;1;0;1;1;0;18;2;4;1;1;1;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;0;0;5;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;0;1;3;0;0;0;0;0;0;2;0;2;0;1;1;1;1;0;1;0;0;1;2;5;2;0;1;0;1;1;1;1;1;0;0;0;0;1;0;0;2;5;2;1;1;0;0;0;3;0;0;0;2;0;1;1;0;0;0;0;2;0;1;0;0;2;1;12;0;0;1;0;0;4;0;0;1;1;0;1;0;0;1;3;1;1;2;1;1;0;1;0;0;0;0;0;0;0;0;0;0;
27503-4130;SUCESSO;0;0;0;0;0;53;0;5;0;1;2;0;1;1;12;0;11;0;0;0;0;0;0;0;0;5;0;0;15;2;0;2;0;1;0;1;0;3;3;2;22;21;1;4;16;0;0;0;0;0;1;0;0;4;4;0;3;0;0;0;1;2;0;2;88;11;2;2;2;2;0;17;4;4;2;3;1;0;0;1;2;4;4;3;2;40;0;0;37;0;9;4;3;1;0;0;0;0;0;1;1;0;1;2;0;0;2;1;0;1;8;1;1;1;3;0;1;1;0;0;0;0;13;3;2;0;2;0;0;42;1;5;0;0;2;4;0;0;1;1;0;1;0;0;0;5;0;1;2;0;1;1;0;0;1;0;1;1;0;4;1;0;1;
