IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>38>;14>38>36>;14>39>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>49>;14>49>49>;14>7>;14>7>5>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>2>;2>14>41>;2>2>;2>3>;2>31>;2>31>30>;2>31>30>30>;2>38>;2>41>;2>41>41>;2>46>;2>46>1>;2>46>1>2>;29>;3>;3>14>;3>2>;30>;30>14>;30>14>31>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;34>38>;36>;36>14>;36>34>;36>36>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>36>36>36>36>36>;36>36>36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>41>;39>;39>38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>29>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>5>;7>5>5>;7>6>;8>
27804-4605;SUCESSO;1;0;1;1;10;0;0;1;0;1;0;0;5;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;6;0;0;0;2;0;1;2;0;1;1;0;0;0;0;0;0;0;0;8;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;1;1;1;1;1;3;0;1;1;0;0;0;0;0;0;4;1;1;0;0;5;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0
27881-4604;insucesso;1;0;1;1;13;4;0;2;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;1;1;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27881-5388;SUCESSO;2;1;1;1;50;9;0;7;4;0;0;0;0;0;7;0;6;3;0;0;0;0;0;0;0;1;0;0;8;2;0;2;1;0;0;2;0;0;0;0;1;1;1;0;13;2;1;0;6;0;1;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;17;6;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;1;3;17;2;0;9;4;0;0;0;0;0;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;17;1;3;0;0;0;4;0;0;1;0;0;2;1;1;1;6;1;0;2;1;0;0;0;0;0;0;32;11;4;2;0;0;1;0
27888-4130;SUCESSO;7;4;3;3;65;12;1;5;0;2;0;0;3;0;16;0;11;0;5;3;2;2;0;0;0;6;1;0;13;0;0;7;3;2;2;2;0;7;6;2;1;1;0;0;23;1;1;0;0;0;0;4;0;2;1;0;0;2;0;0;0;0;0;8;0;3;27;0;0;0;0;0;1;16;0;8;0;3;1;1;1;1;2;3;1;2;0;37;1;1;22;0;14;7;2;0;0;2;0;0;0;6;5;1;0;1;0;0;3;2;1;16;0;1;6;3;2;2;1;1;0;17;1;2;1;4;1;1;35;2;0;2;0;1;21;0;0;9;1;0;5;1;1;3;0;0;0;0;0;2;0;2;0;1;0;14;6;1;4;1;0;0;0
27916-5714;insucesso;1;0;1;1;10;1;0;2;0;0;0;1;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;6;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;7;1;1;1;3;0;2;0;0;0;0;0;0;1;0;0;0;0;0;3;0;3;2;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;2;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27941-4130;SUCESSO;0;0;0;0;91;10;3;12;7;0;1;1;5;0;39;6;25;1;0;0;0;3;8;0;0;5;1;0;22;3;2;0;0;3;2;0;0;6;6;3;35;34;12;8;20;0;0;0;14;0;1;1;0;1;0;0;0;2;0;0;0;0;0;5;0;1;87;28;3;9;4;4;0;11;3;0;0;0;0;0;0;1;0;21;18;0;0;67;7;0;51;14;1;0;0;0;0;16;15;0;0;7;6;0;0;11;9;8;2;1;1;4;2;1;2;1;0;0;0;0;1;7;4;1;2;0;0;0;38;3;5;3;2;0;6;0;0;2;1;0;4;0;0;0;2;1;0;0;1;3;2;2;1;0;0;0;0;0;1;0;0;0;0
27970-4130;insucesso;1;1;1;1;29;0;0;2;0;0;0;0;0;0;5;0;3;0;2;2;0;0;0;0;0;1;0;0;10;0;0;3;1;1;0;1;0;1;1;1;0;0;0;0;11;1;0;0;2;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;6;2;0;1;0;0;0;3;1;3;0;2;1;1;0;0;0;0;0;0;0;9;0;0;6;1;3;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;2;1;10;0;1;5;2;2;1;1;0;1;5;1;1;2;0;0;0;27;0;1;0;0;0;7;0;0;2;0;0;1;0;0;1;1;1;0;0;0;2;1;0;0;0;0;1;0;0;1;0;0;1;0
27980-4604;insucesso;0;0;0;0;16;1;0;2;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;5;0;1;2;1;0;0;1;0;1;1;0;0;0;0;0;5;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;5;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;9;2;0;3;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;22;0;1;1;0;0;11;0;0;5;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;1;0;0;0;0
27992-5469;SUCESSO;1;1;0;0;11;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;1;0;0;1;0;0;0;0;0;2;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;4;0;1;0;1;0;0;14;0;2;0;0;1;5;0;0;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27997-5714;insucesso;1;1;0;0;17;1;0;2;0;0;2;0;7;3;2;0;2;0;1;0;0;0;1;0;0;3;0;6;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;2;0;1;2;2;2;0;0;0;1;1;0;0;0;0;12;4;5;5;3;0;1;0;0;0;3;2;2;0;1;0;0;0;1;0;1;1;1;0;6;0;1;5;1;3;2;1;0;0;0;0;1;0;1;1;0;0;1;0;0;2;1;0;13;0;0;6;4;2;2;1;0;1;9;1;2;1;2;7;0;8;0;0;1;1;1;1;0;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28007-5388;SUCESSO;3;0;3;3;53;2;2;8;0;0;0;2;0;0;11;0;8;0;2;0;0;0;0;0;0;4;0;0;12;2;1;1;1;0;0;1;0;1;1;0;1;1;0;0;31;1;0;0;2;0;0;6;0;1;1;0;0;5;0;1;0;0;0;1;0;0;24;1;0;1;0;0;0;8;1;2;1;2;1;1;0;0;0;0;0;1;2;25;0;2;18;0;5;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;4;0;1;1;1;0;0;0;0;1;6;0;1;1;1;0;0;31;0;3;1;1;0;5;0;0;1;0;0;4;0;0;3;2;1;0;0;1;1;0;1;0;1;1;0;0;0;3;1;1;0;0
28022-4605;insucesso;2;2;1;1;52;1;0;10;1;3;1;0;0;0;10;2;7;0;1;0;0;0;0;0;0;8;0;0;3;0;0;2;1;1;0;2;0;1;1;1;2;1;0;0;16;1;1;1;2;0;0;5;0;1;1;0;0;1;0;1;1;0;2;0;0;0;23;1;0;0;0;0;1;5;1;2;0;1;1;1;0;0;1;2;0;1;2;20;2;0;12;0;1;0;0;0;0;2;0;0;1;0;0;0;1;1;0;0;1;1;0;6;0;1;1;1;1;1;1;0;0;10;0;1;1;0;0;0;15;0;0;0;0;0;6;0;0;2;0;0;4;2;2;1;9;3;1;1;1;1;1;1;1;1;1;7;2;0;3;1;1;2;1
28022-6388;SUCESSO;1;0;1;1;24;0;0;8;0;5;2;0;0;0;5;0;3;0;1;1;1;0;0;0;0;3;0;0;3;1;0;1;0;0;0;0;0;1;1;0;1;0;0;0;13;0;0;0;1;0;0;7;0;3;1;0;0;2;0;0;0;0;0;0;0;0;5;0;0;0;0;0;1;3;0;2;0;1;1;1;1;0;0;0;0;0;2;14;1;0;5;0;2;1;1;1;1;0;0;0;0;0;0;0;0;3;3;0;2;2;1;28;0;2;13;8;5;2;1;1;1;11;3;1;1;0;0;0;6;0;3;0;0;0;3;0;0;1;1;0;1;0;0;1;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28034-4604;SUCESSO;3;0;3;3;31;1;0;8;1;0;0;2;1;1;4;0;2;0;2;0;0;1;0;0;0;0;0;0;5;0;0;2;1;0;0;4;0;1;1;1;1;1;0;1;14;1;0;0;3;0;1;2;0;1;1;0;0;3;0;1;0;0;0;1;0;1;7;1;0;0;0;0;1;7;1;3;0;1;1;0;0;0;0;0;0;0;2;10;0;0;5;0;5;2;1;1;0;0;0;0;0;1;0;2;0;1;1;1;2;1;0;9;0;0;3;2;2;1;0;0;1;4;1;2;0;0;2;1;20;1;1;0;0;0;6;0;0;2;1;0;3;0;0;3;2;0;0;0;0;0;0;0;0;3;3;0;0;0;6;3;3;0;0
28039-4605;insucesso;0;0;0;0;6;0;0;1;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;0;0;1;0;0;0;0
28102-5388;SUCESSO;4;4;1;1;74;1;0;12;1;2;0;1;1;0;9;0;6;0;2;2;2;0;0;0;0;3;1;0;12;0;0;0;0;1;0;3;0;2;1;1;2;2;0;0;27;1;0;0;1;0;0;5;0;0;0;0;0;2;0;2;2;2;1;1;0;0;23;1;0;0;0;0;1;7;0;4;0;4;3;3;3;0;1;0;0;2;0;20;0;0;13;1;2;2;2;2;2;0;0;0;0;0;0;1;1;0;0;0;2;2;1;6;0;1;2;0;0;0;0;0;1;7;0;2;1;1;0;0;33;2;0;1;0;0;2;0;0;2;2;0;6;4;4;1;4;0;1;2;2;3;2;2;2;2;2;7;1;0;5;2;2;1;0
28126-4605;insucesso;1;1;0;0;18;0;0;4;0;1;0;0;0;0;3;1;1;0;1;1;0;0;0;0;0;0;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;3;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;4;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;2;0;0;1;1;0;0;0;0;1;5;2;1;0;0;0;0;7;0;0;0;0;0;2;0;0;0;0;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28126-5468;SUCESSO;0;0;0;0;20;1;1;0;0;0;0;0;0;0;6;0;4;0;2;0;0;0;1;0;0;0;0;0;7;1;1;2;1;1;0;0;0;1;1;1;0;0;0;0;5;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;24;2;2;0;0;0;0;13;0;5;0;2;0;0;0;0;3;0;0;3;10;20;1;1;11;1;7;1;1;0;0;0;0;0;0;0;0;1;3;1;1;0;1;1;1;2;0;1;0;0;0;0;0;0;0;5;2;1;1;0;0;0;14;0;3;2;1;3;5;0;0;1;0;0;0;0;0;0;16;2;0;7;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0
28132-5468;SUCESSO;1;1;0;0;38;2;1;3;0;1;0;0;0;0;10;1;8;1;0;0;0;0;0;0;0;4;1;0;13;0;0;0;0;0;0;0;0;3;2;0;5;5;2;0;10;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;1;1;0;0;0;0;16;5;0;0;3;3;0;4;1;1;0;1;1;1;1;0;0;4;3;0;1;19;3;0;13;1;4;1;1;1;1;3;3;0;0;0;0;0;1;0;0;0;1;1;0;6;1;1;3;2;1;1;1;1;1;6;1;1;1;0;0;0;19;0;1;1;1;0;2;0;0;1;0;0;2;1;1;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28149-6388;insucesso;0;0;0;0;33;1;0;3;0;1;0;1;0;0;6;0;4;0;1;0;0;0;0;0;0;3;0;0;17;1;1;4;0;0;0;1;0;1;1;0;4;3;2;0;5;0;0;0;4;1;2;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;7;3;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;10;1;0;5;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;0;3;3;3;18;0;3;12;8;5;2;0;0;0;7;3;3;1;1;1;0;33;2;1;1;0;1;7;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;10;9;0;2;0;0;1;0
28169-4605;SUCESSO;4;3;1;1;75;13;1;6;3;1;1;0;0;0;31;13;16;0;1;0;0;2;0;0;0;3;0;0;16;0;2;1;0;0;0;0;0;2;2;1;5;5;4;1;16;2;1;0;6;0;1;3;0;4;3;0;0;0;0;3;3;2;0;0;0;0;32;6;0;0;1;1;1;6;1;0;0;0;0;0;0;0;3;11;8;8;0;49;18;0;29;1;5;0;0;0;0;10;7;0;0;2;0;4;2;0;0;0;2;2;1;11;1;1;3;0;0;0;0;0;1;9;2;2;0;1;0;0;46;2;1;2;1;2;7;0;0;2;0;0;5;3;2;2;4;2;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0
28170-5468;insucesso;5;3;1;1;33;2;0;15;0;1;1;2;0;0;4;0;2;0;1;0;0;0;0;0;0;3;0;0;8;3;1;1;0;0;0;1;0;0;0;0;2;2;0;0;31;3;1;1;3;1;0;1;6;3;2;1;1;4;0;0;0;0;0;9;1;8;11;3;0;1;1;0;1;7;2;4;0;2;1;0;0;0;0;0;0;0;1;10;0;1;7;1;5;3;2;1;0;0;0;0;0;0;0;1;0;1;0;0;2;1;1;9;0;1;4;2;2;2;1;0;0;7;2;2;2;1;1;0;16;2;5;1;1;2;2;0;0;0;0;0;3;1;1;2;3;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0
28178-6398;SUCESSO;1;0;1;1;39;2;0;3;1;0;1;0;15;3;5;0;2;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;12;1;1;0;2;0;0;3;0;1;1;0;0;1;0;0;0;0;0;17;0;3;7;2;1;0;0;0;1;4;1;2;1;1;0;0;0;1;0;1;1;0;0;14;0;0;7;1;4;2;1;0;0;1;1;0;0;0;0;1;0;0;0;0;3;2;1;3;0;2;1;1;1;1;1;1;1;5;2;2;2;0;3;3;11;0;0;2;0;1;1;0;0;1;1;0;1;0;0;1;4;0;0;0;0;3;3;2;2;0;0;0;0;0;0;0;0;0;0
28212-4605;insucesso;4;4;0;0;47;3;0;12;0;4;1;3;0;0;7;0;2;0;0;0;0;0;0;0;0;6;0;0;18;2;2;5;3;1;0;1;0;1;1;0;0;0;0;0;21;1;0;0;5;2;1;6;1;2;1;1;2;5;2;3;2;0;0;2;1;1;16;0;0;0;0;0;0;9;0;6;0;3;2;1;0;0;0;1;0;1;0;17;1;0;8;0;4;2;0;0;0;1;0;1;0;3;2;4;1;1;0;0;4;4;1;24;0;3;12;9;6;5;3;0;4;18;6;3;5;5;1;0;41;4;5;2;0;5;16;1;0;9;4;2;4;3;3;1;3;0;0;1;0;3;1;3;1;0;0;0;0;0;4;0;0;0;0
28231-6388;SUCESSO;1;1;0;0;40;3;0;3;0;3;0;0;0;0;16;0;10;0;4;3;0;0;0;0;0;5;1;0;6;0;0;3;3;4;3;0;0;1;1;0;7;4;0;0;7;0;0;0;1;0;0;4;0;0;0;0;0;1;0;1;1;1;1;0;0;0;13;4;0;1;3;3;0;5;4;4;3;1;0;0;0;0;0;2;1;0;3;24;2;1;11;0;5;4;1;0;0;0;0;0;0;1;0;0;1;1;1;1;2;2;1;9;1;2;7;5;2;1;1;1;1;7;1;2;1;0;0;0;8;1;0;2;1;0;4;0;0;4;1;0;1;1;1;0;7;1;1;0;0;4;2;3;1;0;0;0;0;0;0;0;0;0;0
28245-5468;SUCESSO;4;3;1;1;37;0;0;6;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;0;1;0;2;1;2;0;1;1;0;0;0;0;0;16;3;1;0;1;0;0;2;0;5;0;0;0;2;0;2;0;0;0;0;0;0;2;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;8;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;1;0;7;0;1;0;0;0;0;0;0;3;6;1;1;1;0;0;0;10;0;3;0;0;0;1;0;0;0;0;0;4;1;1;2;3;0;0;0;0;3;3;2;2;0;0;1;0;0;2;0;0;1;0
28283-6389;insucesso;0;0;0;0;6;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;2;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;1;0;0
28313-4604;SUCESSO;1;0;0;0;36;1;0;9;1;1;2;1;9;2;6;0;4;1;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;3;3;2;0;16;0;0;0;2;0;1;3;0;3;3;0;0;2;0;1;1;0;0;12;0;5;17;4;0;0;1;1;0;9;1;5;0;3;3;2;1;0;0;0;0;1;0;12;0;1;9;1;5;3;2;2;2;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;2;2;2;2;2;1;1;2;0;1;0;0;1;0;5;0;2;1;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
28338-6388;insucesso;0;0;0;0;35;11;0;4;1;2;0;0;0;0;16;0;9;0;3;2;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;3;0;1;1;0;3;2;0;0;6;0;0;0;1;0;0;2;0;1;1;1;0;1;0;0;0;0;0;0;0;0;15;1;0;0;0;0;1;4;0;3;0;3;2;1;0;0;0;1;1;0;4;21;3;0;11;1;4;3;3;2;0;1;1;0;3;1;0;0;1;1;0;0;3;2;1;10;0;1;9;5;4;3;1;0;1;5;0;1;1;0;0;0;6;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;5;0;0;1;3;0;0;0;0;0;0;1;0;0;4;0;0;0;0
28350-6398;insucesso;0;0;0;0;21;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;7;0;0;3;1;0;0;1;0;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;0;2;1;0;0;2;1;0;0;0;0;0;0;0;7;0;0;0;0;0;1;2;0;2;0;1;1;0;0;0;0;0;0;0;0;7;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;1;0;0;17;0;3;2;1;0;7;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
28383-4604;SUCESSO;0;0;0;0;9;0;0;2;0;0;0;1;3;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;2;2;0;0;4;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;3;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;5;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28385-4604;SUCESSO;2;2;0;0;91;3;0;3;0;1;1;0;33;24;6;1;5;1;0;0;0;0;0;0;0;5;2;0;10;0;0;0;0;0;0;5;0;1;1;1;4;4;2;0;42;0;0;0;14;0;3;7;0;5;5;0;0;0;0;2;2;2;1;39;0;27;18;6;0;0;1;1;1;4;0;2;0;0;0;0;0;1;0;2;2;0;2;16;1;0;13;4;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;1;14;0;2;8;4;4;3;3;3;1;13;4;2;3;0;6;4;23;1;0;0;0;0;3;0;0;1;0;0;2;2;2;0;2;0;1;0;0;0;0;0;0;4;4;3;1;1;8;4;4;1;0
28423-5469;insucesso;0;0;0;0;18;0;0;3;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;1;0;0;0;3;2;0;0;0;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2;2;1;0;0;3;2;2;1;0
28450-4604;SUCESSO;1;1;0;0;17;0;0;1;0;1;0;0;0;0;4;0;0;0;0;0;0;1;0;0;0;1;0;0;4;0;0;3;1;0;0;0;0;3;3;0;5;5;1;0;3;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;0;10;1;0;0;2;2;0;2;0;2;0;2;1;0;0;0;0;0;0;0;0;14;1;0;4;0;1;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;3;1;1;5;0;1;4;4;3;3;3;3;0;5;1;2;1;2;0;0;10;1;0;1;1;3;4;0;0;1;0;0;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
28454-4605;SUCESSO;3;2;1;1;98;4;0;12;1;2;1;0;0;0;26;1;8;0;2;2;1;1;0;0;0;4;0;0;15;1;0;2;0;0;0;1;0;2;2;1;1;1;1;0;28;1;1;0;1;0;0;4;0;1;1;0;0;1;0;2;2;2;0;0;0;0;19;2;1;1;1;1;4;7;1;6;1;5;1;1;1;0;3;2;2;7;0;40;3;3;18;0;6;5;4;1;1;0;0;0;0;2;2;7;2;0;0;0;2;1;0;9;0;1;0;0;0;0;0;0;1;11;3;2;0;1;0;0;42;0;2;2;2;4;6;0;0;2;1;0;3;2;2;1;7;2;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
28517-4604;SUCESSO;4;3;3;3;122;11;3;14;0;0;1;4;0;0;34;0;22;2;7;1;1;1;0;0;0;5;2;0;20;0;0;4;1;2;2;0;0;6;6;2;8;8;4;0;30;2;1;0;1;0;0;5;0;2;2;0;0;5;0;2;2;1;0;0;0;0;54;12;2;2;0;0;2;14;2;3;1;2;1;0;0;2;2;6;5;3;5;65;1;1;41;4;14;3;2;1;0;3;3;0;0;6;4;4;0;0;0;0;2;1;1;14;1;1;2;1;0;0;0;0;0;12;1;1;5;2;0;0;54;0;3;1;1;4;9;0;0;2;0;0;4;3;2;3;7;1;0;1;2;2;1;2;1;1;1;0;0;0;1;1;1;0;0
29058-6398;SUCESSO;1;1;0;0;54;6;1;5;0;0;0;0;0;0;8;1;6;0;2;2;2;1;0;0;0;3;1;0;7;1;0;2;1;3;0;3;0;0;0;0;3;2;1;0;16;0;0;0;1;0;0;2;0;3;0;0;0;0;0;0;0;0;7;1;0;0;31;1;1;0;0;0;1;5;0;4;0;3;2;1;1;0;0;10;8;1;4;37;8;0;22;0;3;3;3;2;1;9;8;0;0;3;1;4;0;0;0;0;3;3;2;16;1;2;3;1;0;0;0;0;1;11;2;2;1;1;1;0;25;1;4;0;0;0;11;0;0;9;6;0;1;1;1;0;7;0;6;0;0;3;3;0;0;11;8;2;0;0;8;2;2;0;0
29128-6389;insucesso;0;0;0;0;8;1;0;0;0;0;0;0;0;0;4;2;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
