IdAluno;Resultado;1>;1>2>;1>46>;1>46>2>;14>;14>14>;14>14>41>;14>2>;14>2>14>;14>2>2>;14>2>31>;14>2>31>30>;14>2>41>;14>3>;14>3>2>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>31>;14>32>;14>32>31>;14>32>31>30>;14>38>;14>39>;14>41>;14>41>2>;14>41>31>;14>41>41>;14>41>41>41>;14>49>;14>49>49>;14>7>;16>;16>31>;16>31>30>;17>;17>30>;17>30>14>;17>30>30>;2>;2>1>;2>1>46>;2>1>46>2>;2>14>;2>14>41>;2>2>;2>2>31>;2>3>;2>3>2>;2>31>;2>31>30>;2>31>30>30>;2>41>;2>46>;2>46>1>;2>46>1>2>;28>;29>;3>;3>14>;3>2>;3>2>14>;30>;30>14>;30>14>2>;30>14>31>;30>14>31>30>;30>14>41>;30>17>;30>17>30>;30>2>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>31>;30>30>41>;30>31>;30>31>30>;30>41>;30>48>;31>;31>14>;31>2>;31>30>;31>30>14>;31>30>30>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>30>30>30>30>30>30>;31>30>31>;31>30>31>30>;31>30>41>;31>30>48>;31>31>;31>31>30>;31>41>;31>48>;32>;32>31>;32>31>30>;33>;34>;36>;36>34>;36>36>;36>36>36>;36>36>36>36>;36>36>36>36>36>;36>38>;38>;38>14>;38>33>;38>36>;38>41>;39>;39>38>;41>;41>14>;41>2>;41>31>;41>31>30>;41>38>;41>41>;41>41>2>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;46>;46>1>;46>1>2>;46>2>;48>;48>14>;48>30>;48>48>;49>;49>48>;49>49>;49>49>48>;5>;5>5>;6>;6>6>;6>6>6>;7>;7>5>;7>5>5>;7>6>;8>
32011-5468;insucesso;2;1;1;1;27;2;0;0;0;0;0;0;0;9;8;0;0;0;0;0;0;0;0;8;6;3;0;6;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;16;2;1;1;3;0;0;0;2;1;0;0;0;0;1;1;0;0;0;13;1;12;2;7;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;7;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;10;8;5;1;0;0;0;0;0;0;0;0;2;0;1;0;0;6;2;10;0;0;1;1;0;2;0;1;2;1;1;2;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;1
32022-5468;insucesso;2;2;1;1;28;0;0;9;1;2;1;1;2;0;0;9;0;5;0;1;1;1;0;0;0;0;0;0;3;0;0;1;1;2;0;1;0;0;0;6;6;0;0;12;1;0;0;2;0;3;2;0;0;3;2;0;2;2;1;0;0;0;0;0;0;0;22;1;0;1;0;0;0;0;0;5;0;2;0;1;1;1;0;1;0;4;4;0;0;17;0;0;13;1;3;1;1;1;0;0;0;0;0;0;1;1;2;0;0;0;0;3;1;5;1;2;1;0;0;1;4;0;0;2;2;0;0;15;0;1;2;1;1;5;1;2;4;3;0;2;1;1;1;3;0;0;0;2;2;2;2;0;0;0;0;0;1;0;0;0;0
32282-5469;insucesso;1;0;1;1;18;0;0;1;0;1;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;2;1;0;0;0;0;0;0;0;0;0;0;7;1;1;1;3;2;1;0;0;0;0;0;0;0;0;0;0;0;0;9;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;4;0;0;2;2;0;1;0;0;1;2;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0
32724-5469;SUCESSO;3;3;1;1;51;2;0;5;2;0;0;0;0;2;1;5;0;5;0;0;0;0;0;0;0;0;2;0;14;1;0;2;1;0;0;3;1;1;0;0;0;0;0;14;0;0;0;7;4;1;0;0;0;0;0;0;0;3;3;2;0;0;3;0;1;0;8;3;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;10;1;0;7;3;0;0;0;0;0;0;3;3;0;0;0;0;0;0;4;2;0;1;1;6;0;2;2;0;0;1;5;3;1;0;0;0;0;49;0;3;0;0;0;7;0;0;2;0;0;3;3;2;1;0;0;0;0;0;0;0;0;0;0;9;1;0;4;0;0;1;0
32853-5468;insucesso;1;0;0;0;27;1;0;2;0;0;0;0;1;11;2;3;0;1;0;1;1;1;0;1;1;0;1;0;3;1;0;0;0;0;0;1;1;1;0;1;1;0;0;5;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;12;1;2;1;6;1;1;0;0;0;0;0;0;4;0;3;0;2;1;0;0;0;0;0;0;0;0;5;1;0;2;1;1;1;1;0;0;0;0;0;0;0;0;0;0;2;2;2;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;5;0;2;0;0;0;1;0;0;0;0;0;1;1;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
32989-5468;insucesso;1;1;0;0;47;4;2;4;0;0;0;0;0;1;1;4;0;3;0;2;0;0;0;1;1;1;2;0;18;1;3;2;0;0;0;0;0;0;0;1;1;1;0;15;1;0;0;5;1;0;0;1;1;0;0;0;2;1;1;0;0;0;2;0;2;1;7;1;0;0;0;0;1;1;0;5;0;4;0;3;2;1;0;1;0;1;1;1;0;9;1;0;6;0;4;2;2;1;0;0;0;0;0;0;0;0;2;0;2;2;2;1;1;1;1;0;0;0;0;0;3;0;1;0;0;0;0;36;1;6;3;1;0;7;3;0;1;0;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0
33695-5388;SUCESSO;1;1;0;0;50;2;0;5;1;1;1;0;0;0;0;16;0;6;0;1;0;0;7;0;0;0;2;0;12;0;1;3;0;0;0;1;4;4;0;16;16;4;7;10;0;0;0;2;0;4;0;0;0;1;1;0;0;1;1;1;6;0;0;0;0;0;44;13;0;4;1;3;1;1;0;12;5;4;1;0;0;0;0;0;0;1;1;0;0;34;4;0;23;4;2;0;0;0;0;0;0;0;0;0;14;10;1;0;0;0;0;1;1;5;1;5;4;4;3;0;5;2;1;1;0;0;0;23;1;1;1;0;0;5;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;1;0;0
34572-5388;insucesso;1;1;0;0;27;2;0;4;2;0;0;0;0;4;3;5;1;4;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;2;0;1;0;0;0;0;0;0;0;9;0;0;0;6;1;0;0;1;1;0;0;0;0;1;1;0;0;0;4;0;3;1;5;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;3;0;0;6;1;0;5;2;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;1;4;0;0;0;0;0;1;5;4;1;0;0;3;3;12;0;0;0;0;0;1;0;0;1;1;1;1;1;1;0;2;0;0;0;2;2;2;2;4;2;2;0;0;4;3;2;0;1
34654-5468;SUCESSO;2;2;1;0;99;3;0;8;2;1;0;0;0;0;0;11;0;10;4;0;0;0;0;0;0;0;5;0;18;3;0;4;0;1;1;2;1;1;0;0;0;0;0;14;1;0;0;4;1;2;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;20;9;0;2;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;7;6;0;0;21;0;0;17;7;0;0;0;0;0;0;7;6;0;0;0;0;0;0;2;0;0;4;2;5;2;3;3;2;2;1;9;3;3;3;0;0;0;45;1;5;0;0;2;13;0;0;3;1;0;2;2;2;1;4;0;0;0;1;1;1;1;4;2;1;0;0;6;3;2;1;0
35030-5468;insucesso;0;0;0;0;7;1;0;5;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;6;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;2;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;2;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
35513-5469;SUCESSO;1;0;1;1;54;4;0;12;3;2;2;0;1;0;0;12;0;4;0;4;1;1;0;0;0;0;5;0;17;1;2;8;5;0;0;2;1;1;0;0;0;0;0;23;1;1;1;5;1;4;0;0;0;7;2;1;5;0;0;0;0;0;0;0;0;0;7;2;0;1;0;0;0;0;1;5;1;1;1;1;0;0;0;1;1;1;0;1;0;27;2;6;6;0;5;1;1;0;0;0;0;0;0;0;2;0;5;0;0;0;0;2;1;2;1;2;2;1;1;1;14;2;2;0;2;0;0;26;8;3;3;0;3;12;0;0;5;3;0;1;0;0;1;6;2;0;2;1;0;1;0;3;2;1;0;0;8;2;2;0;0
35529-5388;SUCESSO;1;1;0;0;16;0;0;4;0;1;0;0;0;0;0;4;0;3;3;0;0;0;0;0;0;0;2;0;3;0;0;1;0;2;2;1;0;0;0;2;2;0;0;4;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;8;4;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;8;0;0;6;4;0;0;0;0;0;0;2;2;0;0;0;0;1;1;0;0;0;2;1;4;1;1;0;0;0;1;4;0;2;0;0;0;0;12;0;0;0;0;0;2;0;0;1;0;0;1;1;1;0;1;0;0;0;2;0;2;0;0;0;0;0;0;2;0;0;0;0
35554-5388;insucesso;3;3;1;1;66;3;1;10;0;3;2;2;1;0;0;10;0;6;0;2;1;1;0;0;0;0;2;0;9;0;0;4;2;1;0;4;3;3;0;10;10;1;0;12;2;1;1;2;1;3;3;0;0;5;4;2;1;3;2;0;0;0;0;0;0;0;37;2;0;0;0;0;2;2;0;11;1;5;0;3;2;1;0;1;0;2;0;0;1;26;1;1;17;0;7;3;3;2;0;0;0;0;0;0;4;2;0;1;2;1;0;1;0;6;0;1;1;1;0;0;4;1;1;0;2;0;0;16;2;0;0;0;0;5;0;0;2;1;1;3;2;2;2;8;3;2;4;2;2;2;2;0;0;8;3;0;5;0;0;0;0
35640-5388;SUCESSO;0;0;0;0;101;6;0;9;3;2;0;0;0;0;0;28;0;21;2;0;0;0;0;0;0;0;1;0;30;1;0;2;1;1;0;2;2;2;1;11;10;4;0;13;0;0;0;4;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;48;11;0;2;1;2;0;0;0;6;3;3;2;2;1;1;1;1;0;7;4;0;2;45;7;0;34;4;5;3;2;1;1;1;5;2;0;2;0;0;0;1;3;1;0;2;1;6;1;2;0;0;0;0;5;3;1;0;0;0;0;49;0;1;1;1;1;6;0;0;3;2;0;2;0;0;0;11;4;0;1;2;0;0;0;6;3;1;0;0;4;3;2;1;0
35642-5469;insucesso;2;2;0;0;31;1;0;2;0;0;1;1;1;0;0;9;0;4;0;3;2;1;0;0;0;0;0;0;5;0;1;2;0;1;0;0;2;2;0;4;4;0;0;10;1;0;0;0;0;1;0;1;0;3;2;0;4;2;2;0;0;0;1;1;0;0;17;2;0;1;0;0;2;2;0;6;0;3;0;1;1;0;0;1;0;2;2;0;3;20;0;0;13;2;5;2;1;1;0;0;0;0;0;0;4;3;4;1;1;0;0;2;1;1;0;0;0;0;0;0;3;0;1;1;0;1;1;23;0;2;2;1;0;7;0;0;0;0;0;2;2;2;0;5;0;2;0;1;0;0;0;1;1;0;0;0;2;1;0;0;0
35675-5388;SUCESSO;2;0;2;2;181;6;0;9;1;4;0;0;0;4;2;43;0;30;2;4;2;0;1;0;0;0;4;0;33;0;1;4;0;0;0;4;2;2;1;10;9;1;0;27;2;1;1;7;2;8;0;0;0;1;1;0;2;1;1;0;2;1;5;0;3;0;91;13;0;2;1;3;1;0;3;16;2;8;2;2;1;1;0;2;0;5;5;0;4;85;4;3;65;6;13;6;0;0;0;0;2;2;0;4;3;2;5;3;13;13;0;2;1;4;1;0;0;0;0;1;9;1;2;3;1;2;0;87;3;1;5;4;0;15;0;0;2;0;0;4;1;0;2;11;1;4;0;2;0;2;0;2;2;42;22;14;9;2;2;3;0
35743-5388;insucesso;5;3;2;2;60;2;0;8;2;0;0;0;1;3;2;14;3;9;0;1;0;0;0;4;4;3;1;0;12;1;1;0;0;0;0;0;2;2;0;5;5;1;0;20;3;1;1;5;0;0;0;2;1;1;1;0;1;2;2;0;0;0;6;3;3;0;24;6;1;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;1;0;0;25;5;0;18;3;1;0;0;0;0;0;1;0;0;0;1;1;0;0;8;8;6;2;1;11;1;7;6;3;3;1;6;2;2;2;0;1;1;16;0;1;1;0;0;0;0;0;0;0;0;7;3;2;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1
35759-5468;insucesso;10;7;3;3;44;9;1;12;0;2;0;0;0;2;1;1;1;0;0;0;0;0;0;1;0;0;0;0;9;1;0;2;1;0;0;1;2;2;0;0;0;0;0;40;3;1;1;4;0;3;0;4;3;0;0;0;0;2;1;0;0;1;12;1;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;3;2;23;1;8;3;1;1;1;4;0;2;1;0;0;0;23;0;1;0;0;0;2;0;0;1;1;0;10;7;6;5;2;0;0;0;0;0;0;0;0;0;3;3;0;1;0;0;0;0
35760-5469;SUCESSO;0;0;0;0;51;1;0;3;0;0;1;0;1;2;1;13;0;6;0;1;0;0;1;0;0;0;2;0;8;0;0;2;0;1;0;1;2;1;1;2;2;0;1;12;0;0;0;0;0;1;0;0;0;4;1;1;2;0;0;0;0;5;2;0;1;0;32;1;0;0;0;0;1;1;0;14;1;8;0;6;4;4;4;2;0;4;2;0;10;33;0;1;19;0;6;4;3;2;2;2;1;0;0;7;1;1;1;4;0;0;0;1;1;4;0;3;3;2;2;1;6;0;0;0;0;0;0;45;2;3;2;2;0;12;0;0;7;2;0;1;0;0;0;27;1;4;11;2;0;1;0;4;3;5;1;0;8;4;3;3;0
35796-5468;SUCESSO;2;1;1;1;120;9;0;15;0;2;6;0;2;0;0;18;0;8;0;7;6;3;0;0;0;0;10;0;27;4;1;12;3;0;0;9;2;2;1;0;0;0;0;31;0;0;0;6;2;2;0;0;0;9;7;6;4;1;1;1;0;0;0;0;0;0;25;8;0;0;0;1;0;0;1;20;7;16;4;11;7;7;6;2;1;2;2;1;1;36;1;3;22;1;19;16;11;7;7;6;0;0;0;1;0;0;2;1;0;0;0;3;2;6;2;3;1;0;0;1;16;5;3;1;1;0;0;46;3;7;3;2;3;18;0;0;6;2;0;2;1;1;1;30;11;0;1;0;0;0;0;3;1;9;2;1;13;2;1;3;0
35833-5469;SUCESSO;2;1;2;2;28;1;0;6;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;2;3;0;0;0;1;0;0;0;0;0;0;0;14;1;1;1;1;1;2;0;0;0;2;1;1;4;1;1;1;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;3;1;1;0;0;0;0;0;0;0;1;1;0;1;6;1;0;5;0;3;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;1;5;1;4;3;1;1;0;2;0;0;0;0;0;0;24;0;2;4;4;0;6;0;0;0;0;0;2;1;1;2;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
35867-5468;insucesso;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35870-5469;SUCESSO;4;1;4;4;55;1;0;9;1;0;0;0;0;0;0;10;0;5;3;0;0;0;1;0;0;0;1;0;13;0;0;3;1;0;0;1;3;3;2;1;1;0;1;17;4;4;4;6;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;10;6;0;4;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;3;3;0;0;15;7;0;10;6;0;0;0;0;0;0;3;3;0;0;2;0;0;0;0;0;0;2;1;8;1;4;3;2;1;0;5;1;2;2;0;0;0;33;0;2;0;0;2;9;0;0;3;1;0;4;0;0;4;0;0;0;0;0;0;0;0;3;2;4;1;0;5;2;1;1;0
35872-5468;SUCESSO;0;0;0;0;44;7;0;2;0;1;0;0;0;0;0;7;0;6;1;0;0;0;0;0;0;0;0;0;10;2;1;1;0;0;0;2;1;1;0;2;2;0;1;8;0;0;0;1;1;4;0;0;0;1;0;0;2;0;0;0;0;1;1;0;0;0;13;5;0;2;1;0;1;1;0;1;1;1;1;1;0;0;0;0;0;3;2;0;1;11;0;0;9;3;0;0;0;0;0;0;3;2;0;0;0;0;0;2;4;0;0;1;1;15;0;5;1;1;1;1;6;1;1;0;2;0;0;29;0;4;1;1;0;8;0;0;3;1;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;20;9;3;6;0;0;2;0
35884-5388;SUCESSO;1;0;1;1;16;1;0;1;0;0;0;0;0;3;1;1;0;0;0;0;0;0;1;0;0;0;1;0;8;3;0;0;0;0;0;0;0;0;0;1;1;0;0;9;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;16;0;3;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35890-5468;SUCESSO;3;2;2;2;172;3;0;19;1;1;5;0;1;0;0;78;0;54;0;30;15;9;9;0;0;0;14;0;30;1;6;4;0;4;1;2;0;0;0;5;5;1;0;31;2;2;2;4;0;2;0;0;0;10;6;3;1;2;2;2;0;0;0;0;0;0;90;19;0;6;5;3;2;2;5;51;14;24;8;16;9;3;2;3;4;7;4;6;2;106;4;2;79;2;47;23;15;8;3;2;3;1;0;1;9;6;2;4;0;0;0;4;3;7;1;0;0;0;0;2;26;4;4;4;1;0;0;54;1;1;7;2;1;6;0;0;0;0;0;3;2;2;2;8;2;1;0;4;2;2;2;1;0;9;2;2;7;1;0;1;0
35892-5469;insucesso;0;0;0;0;38;0;0;5;1;1;0;0;0;0;0;4;1;2;0;2;2;1;0;4;3;2;1;0;8;0;1;1;1;1;0;2;1;1;0;0;0;0;0;10;0;0;0;4;2;2;0;1;1;1;1;1;1;0;0;0;0;2;2;0;2;1;10;2;0;1;0;1;0;0;0;5;1;3;0;2;2;1;0;0;0;0;0;1;1;15;2;0;7;1;4;3;2;2;0;0;0;0;0;0;1;0;0;2;5;4;2;1;1;8;0;0;0;0;0;0;5;0;1;2;0;0;0;24;3;0;2;0;0;7;0;1;2;1;0;0;0;0;0;10;1;1;3;2;1;2;1;3;3;0;0;0;4;3;3;0;0
35904-5469;insucesso;0;0;0;0;14;0;0;4;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;4;1;0;1;1;0;0;0;0;0;0;1;1;0;0;6;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;6;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;3;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35934-5469;insucesso;2;1;1;1;95;3;1;10;1;2;0;0;0;5;2;16;1;13;0;5;2;1;0;0;0;0;7;3;17;0;3;2;0;3;0;3;2;1;0;4;4;2;0;24;1;1;1;4;0;4;2;0;0;3;3;1;1;1;1;0;0;0;8;1;2;1;31;7;1;1;0;1;0;0;0;13;3;5;0;3;1;0;0;1;0;2;2;3;1;35;2;0;27;2;12;5;3;1;0;0;1;0;1;0;1;1;0;0;0;0;0;2;1;8;1;0;0;0;0;2;13;2;2;4;6;5;1;48;1;3;7;5;3;14;2;2;3;2;1;3;1;1;1;6;0;1;0;4;4;4;4;5;3;5;1;0;7;4;3;0;2
35935-5388;insucesso;2;1;2;2;41;3;1;2;0;0;0;0;0;3;2;3;0;1;0;0;0;0;0;0;0;0;0;0;11;0;1;3;0;0;0;0;0;0;0;0;0;0;0;19;2;2;2;5;1;6;0;1;0;0;0;0;1;1;1;0;0;3;5;0;4;1;7;1;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;6;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;1;2;0;1;0;0;1;1;7;0;2;2;1;0;1;10;3;1;0;1;0;0;28;1;0;1;1;0;5;0;0;1;0;0;2;1;0;2;16;8;0;2;5;3;1;1;0;0;0;0;0;0;0;0;0;0
35951-5469;SUCESSO;1;1;0;0;24;0;0;4;0;1;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;7;0;6;0;0;0;0;0;0;0;1;1;1;0;0;0;0;8;0;0;0;2;1;2;0;0;0;1;1;1;1;1;1;1;1;0;1;0;1;0;6;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;5;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;6;1;2;2;1;1;1;9;1;2;2;1;0;0;20;0;1;0;0;1;4;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35955-5468;SUCESSO;0;0;0;0;44;0;0;2;1;0;0;0;0;0;0;4;0;2;0;0;0;0;0;0;0;0;1;0;11;1;0;2;0;0;0;0;2;2;0;0;0;0;0;10;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;3;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;11;1;0;4;0;0;0;0;0;0;0;1;1;0;0;1;0;0;1;1;1;0;1;1;6;1;2;1;1;1;0;4;2;1;0;0;0;0;20;1;1;0;0;0;3;0;0;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35973-5388;insucesso;0;0;0;0;69;3;2;5;2;1;1;1;0;0;0;10;0;5;0;0;0;0;0;0;0;0;0;0;8;1;1;3;2;0;0;2;0;0;0;0;0;0;0;16;0;0;0;3;0;5;0;0;0;4;4;1;3;0;0;0;0;1;0;0;0;0;14;2;2;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;3;20;0;1;12;0;2;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;18;0;3;4;1;0;6;1;0;4;3;2;0;0;0;0;5;0;2;1;0;0;0;0;2;2;1;0;0;3;2;2;0;1
3597-5469;SUCESSO;2;2;1;1;29;1;0;5;1;0;0;0;0;6;3;4;0;3;1;1;0;0;0;0;0;0;1;0;8;1;1;1;0;0;0;0;3;3;1;0;0;0;0;16;1;0;0;1;0;2;0;0;0;0;0;0;3;2;2;2;0;0;8;0;4;0;10;2;0;1;1;0;0;0;0;3;0;1;0;1;1;0;0;0;0;0;0;1;3;11;1;0;6;2;2;1;1;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;5;0;1;1;0;0;1;4;1;1;0;0;1;0;30;0;2;1;0;1;7;0;0;2;2;0;2;2;2;1;5;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35981-5388;SUCESSO;2;1;1;1;73;0;0;8;0;0;1;0;2;0;0;36;0;19;0;5;2;0;1;0;0;0;3;0;7;0;1;1;0;0;0;3;1;1;1;8;7;0;2;20;2;1;1;0;0;1;0;0;0;2;2;0;5;2;2;1;0;0;0;0;0;0;42;1;0;1;1;0;2;2;2;11;0;5;0;2;1;1;0;0;1;0;0;2;1;48;0;1;27;0;7;2;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;10;1;4;3;2;1;1;7;0;1;3;1;0;0;28;0;0;3;2;1;2;0;0;0;0;0;3;2;1;1;4;0;1;0;1;0;1;0;0;0;10;1;0;5;0;0;1;0
35983-5468;SUCESSO;3;1;1;1;44;12;0;1;0;0;0;0;0;2;1;15;0;12;0;1;0;0;0;0;0;0;1;0;5;0;0;1;1;0;0;3;1;1;0;6;6;0;2;23;1;0;0;0;0;2;0;0;0;6;5;1;0;0;0;0;0;0;6;0;4;0;47;0;0;0;0;0;0;0;1;11;0;8;0;5;2;1;0;1;1;2;1;3;0;41;0;1;28;0;7;5;3;1;1;0;1;1;0;0;5;3;0;5;5;3;0;1;1;3;1;3;3;3;3;1;4;0;1;2;1;4;0;23;2;1;0;0;1;4;0;0;2;1;0;2;1;1;1;5;0;5;1;0;0;0;0;0;0;10;3;0;7;0;0;0;0
35989-5388;SUCESSO;5;3;3;3;128;5;0;24;0;2;7;0;4;0;0;23;0;17;2;5;2;0;1;0;0;0;9;0;26;1;3;9;0;1;1;4;5;5;3;8;8;2;2;44;2;2;2;7;2;3;0;0;0;9;8;1;6;2;2;2;3;0;2;0;2;0;62;10;0;0;0;5;3;3;2;14;2;8;1;3;1;1;0;0;0;3;1;3;8;55;2;2;42;4;10;5;1;1;1;0;1;0;0;5;2;0;2;1;1;1;0;2;2;11;2;5;3;1;1;0;17;4;2;1;3;0;0;74;5;5;7;5;1;16;0;0;1;0;0;6;3;3;3;12;1;2;3;4;1;1;0;5;4;6;0;0;11;4;4;1;0
35994-5468;SUCESSO;3;3;0;0;51;11;0;9;0;0;1;0;3;0;0;10;0;5;0;1;1;0;0;0;0;0;2;0;7;0;1;2;0;0;0;0;3;3;1;1;1;0;0;17;2;0;0;1;0;2;0;0;0;3;1;1;6;3;3;3;0;0;0;0;0;0;25;0;0;0;0;0;0;0;2;11;0;5;0;3;2;2;1;0;1;0;0;2;0;25;1;2;15;0;7;5;3;2;2;1;0;0;0;0;1;1;1;1;0;0;0;2;1;1;1;1;1;1;1;1;8;0;2;0;0;0;0;37;0;4;1;1;3;11;0;0;1;1;0;3;3;3;1;1;0;0;0;0;0;0;0;3;3;0;0;0;3;3;3;0;0
