IdAluno;Resultado;11>;11>14>;11>48>;11>9>;11>9>11>;13>;14>;14>11>;14>11>48>;14>14>;14>14>14>;14>14>31>;14>14>41>;14>31>;14>31>14>;14>31>30>;14>31>30>14>;14>31>30>30>;14>31>30>30>30>;14>31>30>30>30>30>;14>31>30>31>;14>31>30>31>30>;14>31>31>;14>31>31>30>;14>31>41>;14>31>48>;14>32>;14>32>31>;14>38>;14>38>33>;14>41>;14>41>31>;14>41>41>;14>41>41>41>;14>48>;14>49>;14>7>;15>;15>31>;16>;16>31>;16>31>14>;16>31>30>;16>31>30>30>;16>31>48>;17>;17>30>;17>30>14>;17>30>31>;17>31>;2>;28>;28>30>;29>;29>14>;29>48>;30>;30>14>;30>14>31>;30>14>31>30>;30>14>41>;30>30>;30>30>14>;30>30>30>;30>30>30>14>;30>30>30>30>;30>30>30>30>30>;30>30>30>30>30>30>;30>30>30>30>30>30>30>;30>30>30>30>30>30>30>30>;30>30>30>31>;30>30>31>;30>30>31>30>;30>30>48>;30>31>;30>31>14>;30>31>14>31>;30>31>30>;30>31>30>30>;30>31>30>31>;30>31>30>31>30>;30>31>30>31>30>31>;30>31>30>31>30>31>30>;30>31>30>31>30>31>30>31>;30>31>48>;30>32>;30>41>;30>48>;30>48>31>;30>48>31>30>;31>;31>14>;31>14>31>;31>14>31>30>;31>14>41>;31>15>;31>16>;31>16>31>;31>30>;31>30>14>;31>30>14>31>;31>30>14>31>30>;31>30>30>;31>30>30>14>;31>30>30>30>;31>30>30>30>30>;31>30>30>30>30>30>;31>30>30>30>30>30>30>;31>30>31>;31>30>31>14>;31>30>31>30>;31>30>31>30>31>;31>30>31>30>31>30>;31>30>31>30>31>30>31>;31>30>31>30>31>30>31>30>;31>30>48>;31>31>;31>31>14>;31>31>30>;31>31>30>30>;31>31>31>;31>31>41>;31>32>;31>41>;31>41>41>;31>41>41>41>;31>48>;31>48>29>;31>48>30>;32>;32>14>;32>14>31>;32>31>;32>31>30>;33>;34>;34>36>;34>36>37>;34>37>;36>;36>34>;36>34>37>;36>36>;36>36>34>;36>36>34>37>;36>36>36>;36>36>36>36>;36>37>;37>;37>34>;37>38>;38>;38>14>;38>31>;38>33>;4>;41>;41>14>;41>31>;41>31>30>;41>41>;41>41>31>;41>41>41>;41>41>41>41>;41>41>41>41>41>;42>;48>;48>14>;48>14>31>;48>29>;48>29>48>;48>30>;48>30>30>;48>31>;48>31>30>;48>48>;48>48>48>;49>;49>14>;49>48>;49>49>;5>;6>;6>6>;7>;8>;9>;9>11>
35745-4912;SUCESSO;2;1;0;1;0;0;61;1;0;8;0;2;0;33;4;13;3;5;4;2;1;0;2;1;0;2;0;0;2;1;7;0;0;0;1;0;1;0;0;3;3;1;2;1;0;5;2;1;0;2;0;0;0;1;0;0;34;10;3;2;1;19;4;12;0;5;4;3;2;0;2;2;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;53;11;5;2;1;0;0;0;21;4;2;0;12;1;10;5;4;3;2;0;1;0;0;0;0;0;6;0;2;1;0;0;0;1;0;0;3;0;3;0;0;0;0;0;1;1;0;0;0;5;0;0;1;0;0;0;0;1;1;1;0;3;2;0;1;0;19;1;2;0;1;0;0;0;0;1;5;0;0;1;0;3;2;0;0;0;0;0;0;0;0;0;9;8;1;0;1;0
35751-4912;SUCESSO;5;0;0;1;0;0;38;3;0;3;0;3;0;23;0;15;3;8;6;2;2;0;2;1;0;0;0;0;1;1;5;0;0;0;0;0;0;0;0;4;3;2;1;1;0;2;1;0;0;1;0;0;0;0;0;0;34;9;4;3;3;20;4;14;0;5;3;1;1;0;6;8;6;0;11;5;0;7;3;1;0;0;0;0;0;0;3;2;0;0;39;8;5;3;1;0;0;0;24;5;2;0;13;1;11;4;3;1;4;0;1;0;0;0;0;0;6;1;3;1;1;0;0;2;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;4;1;0;1;0;25;0;2;1;0;0;0;0;0;0;2;1;1;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
35788-4912;SUCESSO;3;3;0;1;0;0;55;3;0;1;0;1;0;23;3;7;1;2;1;1;1;0;1;0;0;1;0;0;1;0;9;1;4;3;0;0;1;0;0;5;4;0;4;0;0;3;2;0;2;1;0;0;0;0;0;0;22;6;2;0;1;4;1;2;0;2;1;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;44;6;2;0;1;0;0;0;18;5;0;0;3;0;1;1;1;0;1;0;0;0;0;0;0;0;5;1;1;0;0;0;3;3;0;0;1;0;1;4;0;0;4;3;1;1;0;0;1;8;1;1;2;0;0;0;0;0;2;0;1;4;1;0;1;0;22;0;3;0;7;1;5;4;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;7;4;4;0;1;1
35812-5102;SUCESSO;0;0;0;0;0;2;16;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;1;1;0;0;0;0;2;1;5;0;1;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;12;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;2;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;2;0;0;0;0;0;0;0;0;2;0;0;1;1;19;0;2;0;3;1;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;1;1;0;0;0
35816-5786;SUCESSO;3;2;0;1;0;0;21;3;0;2;0;2;0;9;0;1;0;0;0;0;1;1;1;0;0;0;1;0;2;0;1;0;0;0;0;0;0;0;0;3;3;1;1;0;0;2;1;0;0;1;0;0;0;5;0;3;12;1;0;0;0;3;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;20;3;0;0;0;0;0;0;4;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;0;0;3;1;0;0;0;0;0;1;0;0;2;1;0;2;0;0;1;0;3;3;1;1;1;4;1;1;0;0;0;0;0;2;3;1;1;7;2;0;3;0;7;1;1;0;1;0;1;0;0;0;6;1;1;4;3;1;0;0;0;3;1;0;0;0;0;0;0;0;2;0;1;0
35854-5102;SUCESSO;0;0;0;0;0;0;45;0;0;1;0;0;0;12;0;6;0;4;1;0;1;1;1;1;0;1;2;2;2;0;8;0;3;0;0;1;0;0;0;2;2;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;20;2;0;0;0;11;1;2;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;0;27;0;0;0;0;0;0;0;15;0;0;0;10;0;2;0;0;0;1;0;1;0;0;0;0;0;4;0;3;2;0;0;0;2;0;0;3;0;1;3;0;0;3;2;1;1;1;1;0;5;0;0;0;0;0;0;0;1;1;0;0;5;0;0;1;0;21;1;0;0;8;0;1;1;0;0;3;0;0;1;0;3;1;0;0;2;0;2;0;0;1;0;1;0;2;0;0;0
35876-4912;SUCESSO;4;0;0;1;0;0;43;2;0;1;0;0;0;15;3;5;0;2;0;0;2;2;0;0;0;2;2;0;0;0;10;2;1;0;0;1;0;0;0;3;3;1;2;0;0;2;1;0;1;1;0;0;0;0;0;0;16;1;0;0;1;4;0;0;0;0;0;0;0;0;0;1;0;0;8;2;0;5;0;2;0;0;0;0;0;0;0;1;0;0;35;10;3;0;1;0;0;0;10;1;0;0;2;0;0;0;0;0;5;0;4;2;0;0;0;0;1;0;0;0;0;0;0;1;0;0;2;0;0;4;3;0;0;0;3;3;2;1;1;4;1;1;0;0;0;0;0;1;3;1;1;4;1;0;2;0;26;0;4;0;3;0;1;0;0;1;2;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0
35880-5786;insucesso;4;0;2;2;2;0;26;2;2;2;0;1;0;5;0;2;0;1;0;0;1;1;0;0;2;0;0;0;1;0;8;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;6;2;0;5;1;0;0;0;3;1;1;1;1;0;0;0;0;0;0;0;2;1;0;0;1;0;0;0;0;0;0;0;0;0;2;0;0;8;0;0;0;0;0;0;0;4;0;0;0;3;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;0;1;1;1;1;0;2;1;0;0;0;0;0;0;1;2;0;0;5;0;0;1;0;20;1;2;0;4;1;1;1;0;0;6;0;0;6;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;2;2
35880-6547;SUCESSO;2;0;0;1;0;0;19;1;0;1;0;0;0;5;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;7;1;3;3;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;3;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10;3;1;1;3;0;3;2;0;0;4;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0
35906-5102;SUCESSO;0;0;0;0;0;1;50;0;0;1;0;0;0;29;3;15;2;9;4;4;1;1;0;0;0;1;1;1;0;0;6;1;1;1;0;1;1;0;0;3;2;0;2;0;0;0;0;0;0;0;0;0;0;2;0;0;38;5;4;2;0;19;3;8;0;7;5;1;1;0;1;2;0;0;6;0;0;3;1;0;0;0;0;0;0;1;1;4;0;0;50;3;1;0;1;0;0;0;26;2;2;0;14;2;6;5;3;1;3;0;2;0;0;0;0;2;3;0;0;0;0;0;1;3;0;0;2;0;2;5;1;0;3;2;1;1;1;1;0;5;1;0;4;0;0;2;0;1;1;0;1;3;1;0;0;1;29;0;2;1;5;0;2;1;0;1;12;3;1;2;0;3;2;0;0;5;2;5;0;0;2;3;0;0;3;0;0;0
35908-4912;SUCESSO;2;0;0;1;0;10;32;1;0;2;0;1;0;14;3;0;0;0;0;0;0;0;1;0;0;6;5;3;1;0;10;0;5;1;1;2;0;0;0;2;2;1;0;0;0;1;0;0;0;1;0;0;0;16;0;6;9;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;28;7;1;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;13;7;0;8;1;0;6;0;3;3;1;1;1;5;2;1;0;0;0;0;0;1;3;0;1;7;2;0;2;6;18;1;2;0;6;2;1;0;0;2;27;9;3;13;3;0;0;0;0;3;1;5;0;0;0;0;0;0;0;0;1;1
35920-4912;SUCESSO;2;0;0;1;0;1;55;2;0;1;0;0;0;18;0;4;1;1;1;1;0;0;3;1;0;4;2;2;1;0;9;0;1;0;1;2;1;0;0;3;3;1;1;1;0;2;1;0;0;1;0;1;0;4;0;1;28;4;2;1;0;9;0;6;0;2;1;1;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;36;5;3;0;1;0;0;0;13;3;2;0;3;0;3;1;1;1;0;0;0;0;0;0;0;1;3;1;1;0;1;0;0;1;0;0;5;3;1;3;0;0;3;3;1;1;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;5;0;0;1;1;20;1;1;0;3;1;1;1;0;1;10;1;0;4;1;2;2;0;0;1;0;2;0;0;1;1;9;1;4;0;1;0
35921-5102;insucesso;0;0;0;0;0;3;33;0;0;8;6;0;2;1;0;0;0;0;0;0;0;0;0;0;0;1;3;2;0;0;6;1;2;2;1;1;0;0;0;3;2;0;1;1;0;4;4;0;0;0;0;0;0;6;0;0;12;0;0;0;0;5;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;16;0;0;0;0;0;1;1;3;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;2;1;0;3;2;0;9;0;0;3;0;1;1;1;1;0;11;1;0;7;0;0;1;1;1;1;0;0;2;0;0;0;3;25;0;4;0;7;1;5;1;1;3;12;2;0;5;0;0;0;1;1;3;2;10;0;2;4;0;0;0;1;4;0;0
35923-4912;insucesso;3;0;0;1;0;0;25;1;0;1;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;2;0;0;7;1;0;0;0;5;1;3;1;2;1;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;17;1;0;0;0;0;0;0;4;0;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;3;2;0;1;0;9;0;0;0;2;0;0;0;0;0;5;0;0;1;0;1;1;1;0;0;0;3;0;0;0;0;0;0;2;0;1;0
35937-4912;SUCESSO;8;1;0;0;0;0;64;4;0;0;0;0;0;27;0;9;1;2;1;0;2;0;4;1;0;0;0;0;3;1;11;3;0;0;0;0;2;0;0;4;4;0;3;2;0;3;2;1;0;1;0;0;0;0;0;0;22;3;1;1;0;7;0;3;0;1;1;1;0;0;1;2;0;0;5;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;45;2;2;0;0;0;0;0;17;1;0;0;7;0;3;1;1;1;3;0;1;0;0;0;0;0;5;0;1;0;1;0;2;3;0;0;0;0;0;3;2;0;1;0;2;2;0;0;1;2;1;1;2;0;0;0;0;1;2;1;0;7;3;0;1;0;22;1;3;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;2;0;1;1
35944-5786;SUCESSO;6;0;0;0;0;1;45;3;0;0;0;0;0;22;0;15;0;9;4;2;0;0;2;0;0;0;0;0;1;0;7;1;2;0;1;0;0;0;0;3;3;0;2;1;0;3;2;1;1;1;0;1;1;1;0;0;41;7;4;3;0;26;4;14;0;7;5;2;1;0;3;5;4;0;7;0;0;5;3;1;0;0;0;0;0;0;0;7;0;0;48;2;0;0;0;0;0;0;30;0;0;0;20;2;9;5;5;2;2;0;1;0;0;0;0;4;3;0;2;2;2;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;7;0;0;0;0;0;0;0;1;1;1;0;4;1;0;1;1;19;0;2;0;3;0;0;0;0;0;12;3;0;1;0;4;1;0;0;3;2;1;0;0;1;0;0;0;0;0;1;1
35950-4912;SUCESSO;4;1;0;1;0;3;32;1;0;2;0;0;0;8;1;2;0;1;1;0;0;0;1;0;0;1;0;0;1;0;3;0;2;0;0;1;0;1;1;3;3;1;1;1;0;2;0;0;0;1;0;1;1;3;0;2;16;2;1;0;0;6;1;4;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;20;2;1;0;1;1;0;0;5;0;0;0;3;0;3;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;1;0;0;0;0;0;1;0;1;2;0;0;0;0;2;2;0;0;2;5;2;2;0;0;0;0;0;0;2;0;1;5;1;0;1;1;10;1;0;0;3;0;0;0;0;2;5;0;0;2;1;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1
35958-5786;SUCESSO;4;0;0;0;0;0;19;1;0;0;0;0;0;5;0;2;0;1;1;1;0;0;1;0;0;0;1;0;1;0;4;1;1;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;3;1;2;0;2;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;11;2;0;0;0;0;0;0;3;1;0;0;2;0;2;2;2;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;1;1;1;1;0;0;1;1;1;1;0;0;0;0;0;0;1;0;1;3;1;0;1;0;12;0;3;1;4;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
35962-5102;SUCESSO;0;0;0;0;0;1;45;0;0;9;0;1;0;10;1;3;1;0;0;0;2;1;0;0;0;2;1;0;0;0;3;0;1;0;0;0;0;0;0;3;3;2;1;0;0;1;1;0;0;0;0;0;0;4;0;0;7;3;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;3;0;0;2;0;1;0;0;0;0;0;1;0;0;0;0;22;5;1;0;1;0;0;0;6;2;0;0;0;0;0;0;0;0;3;0;2;1;0;0;0;0;2;0;0;0;0;0;2;1;0;0;2;2;0;5;3;0;0;0;3;3;2;1;1;5;2;1;0;0;0;0;0;1;3;1;1;5;1;0;2;1;11;1;2;0;4;0;0;0;0;2;4;0;0;4;0;0;0;0;0;1;0;1;0;0;0;1;1;0;2;0;0;0
35968-6019;SUCESSO;0;0;0;0;0;0;13;0;0;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
35972-5102;SUCESSO;0;0;0;0;0;0;12;0;0;0;0;0;0;3;0;3;1;0;0;0;1;1;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;3;3;0;2;0;0;0;0;0;0;0;0;2;2;0;0;0;9;1;0;0;1;2;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;8;1;0;0;1;0;1;0;0;0;3;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;8;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
35979-5102;SUCESSO;0;0;0;0;0;0;21;0;0;1;0;0;0;5;0;2;0;2;2;1;0;0;0;0;0;0;0;0;1;0;3;0;1;0;0;0;1;0;0;3;3;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;11;2;0;0;0;7;2;6;0;5;4;3;3;0;1;1;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;21;3;0;0;0;0;0;0;8;0;0;0;6;1;5;4;3;2;0;0;0;0;0;0;0;0;4;0;1;0;1;0;0;4;0;0;0;0;0;2;0;0;2;1;1;1;0;0;1;2;1;1;2;0;0;2;0;0;1;0;1;4;0;0;1;0;20;1;3;0;3;0;2;1;0;1;4;1;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;2;0;0;0
35990-5102;SUCESSO;0;0;0;0;0;0;54;0;0;4;0;1;0;15;2;8;0;3;2;1;3;3;2;0;0;2;0;0;2;0;15;2;4;1;0;0;1;3;2;3;3;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;17;3;0;0;0;7;2;4;0;2;0;0;0;0;0;0;0;0;8;4;0;5;1;4;0;0;0;0;0;0;0;2;0;0;25;9;4;1;2;3;0;0;16;1;0;0;7;1;4;2;0;0;7;0;4;3;0;0;0;1;3;1;0;0;1;0;0;0;0;0;2;0;2;0;0;0;0;0;1;1;0;0;0;3;0;0;3;0;0;1;0;1;2;1;0;5;2;0;1;0;25;1;3;1;9;0;2;1;0;0;4;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
35999-5102;SUCESSO;0;0;0;0;0;0;24;0;0;2;0;0;0;9;0;5;0;2;0;0;0;0;0;0;0;0;0;0;2;0;2;0;1;1;1;0;0;0;0;3;3;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;26;2;1;0;0;13;1;6;0;2;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;2;1;0;0;24;2;1;1;0;0;0;0;16;1;0;0;9;1;3;1;0;0;0;0;0;0;0;0;0;0;2;1;1;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;1;1;0;0;1;6;1;1;2;0;0;1;0;0;1;0;1;5;0;0;0;0;23;1;3;1;8;1;3;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
